rule,flipped_cov_9901,surv_cov_9901,flipped_cov_2025,surv_cov_2025,flipped_licensed,surv_licensed
d30,0.13579689843486967,0.1595428952291615,0.08958385747683711,0.12649205466830102,0.14044771658198013,0.23845792408379332
d40,0.1794853650728009,0.14679046755015296,0.10813707027306017,0.11539922512754909,0.149652523742949,0.21587093627707063
d50,0.18072750945849317,0.14825874387833346,0.09871999270034526,0.1161615795664406,0.13578135383682266,0.21422973364784223
