occ1990dd,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma,n_soc_sources
686,0.0175438596491228,0.043859649122806994,0.0701754385964912,0.0,0.0087719298245614,0.0175438596491228,3
687,0.1470588235294117,0.2647058823529412,0.3823529411764705,0.088235294117647,0.1176470588235294,0.1470588235294117,1
688,0.1025641025641025,0.1153846153846153,0.1282051282051282,0.1282051282051282,0.1538461538461538,0.1794871794871795,1
694,0.125,0.125,0.125,0.0,0.125,0.25,1
695,0.11590744041724431,0.2828035254505843,0.4496996104839242,0.027777777777777766,0.15422030765168016,0.2806628375255826,3
696,0.1395348837209302,0.1627906976744186,0.1860465116279069,0.0,0.1046511627906976,0.2093023255813953,1
699,0.03539587952697708,0.13374542433231457,0.23209496913765204,0.028824833702882476,0.1203632349783264,0.21190163625377037,4
703,0.1290322580645161,0.1612903225806451,0.1935483870967742,0.0,0.032258064516129,0.064516129032258,1
706,0.0,0.01,0.02,0.0,0.02,0.04,1
707,0.1176470588235294,0.1764705882352941,0.2352941176470588,0.0,0.0735294117647058,0.1470588235294117,1
708,0.0,0.0303030303030303,0.0606060606060606,0.0,0.0,0.0,1
709,0.032258064516129,0.064516129032258,0.0967741935483871,0.0,0.064516129032258,0.1290322580645161,1
713,0.0,0.0416666666666666,0.0833333333333333,0.0,0.0416666666666666,0.0833333333333333,1
719,0.01162790697674415,0.04069767441860465,0.0697674418604651,0.0,0.01744186046511625,0.03488372093023255,2
723,0.0625,0.1041666666666666,0.1458333333333333,0.0,0.0416666666666666,0.0833333333333333,1
724,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.0,0.0588235294117647,0.1176470588235294,1
727,0.0,0.0588235294117647,0.1176470588235294,0.0,0.0147058823529411,0.0294117647058823,1
729,0.0217391304347826,0.0652173913043478,0.108695652173913,0.0,0.0326086956521739,0.0652173913043478,1
736,0.11875,0.3625,0.60625,0.015625,0.1171875,0.21875,2
738,0.0857142857142857,0.0857142857142857,0.0857142857142857,0.0,0.0714285714285714,0.1428571428571428,1
739,0.125,0.15625,0.1875,0.0,0.125,0.25,1
743,0.1071428571428571,0.1607142857142857,0.2142857142857142,0.0,0.1428571428571428,0.2857142857142857,1
744,0.0465116279069767,0.0813953488372093,0.1162790697674418,0.0,0.0232558139534883,0.0465116279069767,1
745,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0,0.0217391304347826,0.0434782608695652,1
747,0.0,0.0104166666666666,0.0208333333333333,0.0,0.0208333333333333,0.0416666666666666,1
753,0.064516129032258,0.064516129032258,0.064516129032258,0.0,0.0,0.0,1
754,0.0,0.0,0.0,0.0,0.075,0.15,1
755,0.0375,0.04791666666666665,0.0583333333333333,0.0333333333333333,0.07916666666666665,0.125,2
756,0.08497783497783497,0.08497783497783497,0.08497783497783497,0.0185185185185185,0.06670956670956667,0.11490061490061487,3
757,0.1006211180124223,0.14751552795031048,0.19440993788819871,0.0217391304347826,0.07546583850931675,0.1291925465838509,2
763,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.1333333333333333,1
764,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.0,0.0526315789473684,0.1052631578947368,1
765,0.0,0.0,0.0,0.0,0.0263157894736842,0.0526315789473684,1
766,0.08111111111111109,0.08805555555555554,0.09500000000000001,0.0,0.027222222222222203,0.054444444444444434,3
769,0.058162267839687164,0.06573802541544473,0.07331378299120234,0.0,0.029692082111436934,0.05938416422287387,3
774,0.08,0.38,0.68,0.0,0.17,0.34,1
779,0.3114285714285714,0.3576007326007326,0.4037728937728937,0.0,0.17904761904761904,0.3580952380952381,3
783,0.061942959001782504,0.07820855614973254,0.09447415329768269,0.0,0.0480169340463458,0.0960338680926916,2
785,0.054644293614881836,0.10002452000613762,0.14540474639739343,0.010416666666666663,0.0491437280040221,0.08787078934137756,8
789,0.0108695652173913,0.0217391304347826,0.0326086956521739,0.0,0.0201406649616368,0.04028132992327365,2
799,0.2708333333333333,0.4166666666666666,0.5625,0.0416666666666666,0.1770833333333333,0.3125,1
804,0.1474358974358974,0.25220352564102566,0.35697115384615385,0.0096153846153846,0.14830395299145296,0.2869925213675214,4
808,0.23621585386291266,0.27142338416848216,0.3066309144740517,0.012820512820512801,0.1720713926596279,0.3313222724987431,3
809,0.17773892773892772,0.20738636363636362,0.23703379953379952,0.05448717948717947,0.15617715617715613,0.25786713286713286,3
813,0.0357142857142857,0.1071428571428571,0.1785714285714285,0.0357142857142857,0.125,0.2142857142857142,1
823,0.0833333333333333,0.2777777777777778,0.4722222222222222,0.0,0.2083333333333333,0.4166666666666666,1
824,0.22781385281385277,0.26650432900432897,0.30519480519480513,0.01785714285714285,0.13379329004329,0.2497294372294372,4
825,0.0833333333333333,0.1666666666666666,0.2499999999999999,0.0,0.0416666666666666,0.0833333333333333,1
829,0.0737588652482269,0.10206318504190844,0.13036750483558993,0.024242424242424232,0.11625382167592184,0.20826521910941945,3
834,0.1693121693121693,0.29585537918871246,0.4223985890652557,0.049382716049382706,0.2202380952380952,0.39109347442680775,3
844,0.0434782608695652,0.0543478260869565,0.0652173913043478,0.0,0.0869565217391304,0.1739130434782608,1
848,0.0526315789473684,0.0921052631578947,0.13157894736842105,0.0,0.0607769423558897,0.1215538847117794,2
853,0.0077519379844961,0.0077519379844961,0.0077519379844961,0.0077519379844961,0.02713178294573643,0.04651162790697674,3
859,0.13247863247863242,0.17307692307692304,0.21367521367521367,0.0,0.08119658119658117,0.16239316239316237,3
865,0.0,0.0333333333333333,0.0666666666666666,0.0,0.0,0.0,1
866,0.0040650406504065,0.0040650406504065,0.0040650406504065,0.0,0.0,0.0,6
869,0.0,0.03306451612903225,0.0661290322580645,0.0,0.0125,0.025,2
873,0.0444444444444444,0.0888888888888888,0.1333333333333333,0.0,0.0555555555555555,0.1111111111111111,1
875,0.1785714285714285,0.1964285714285714,0.2142857142857142,0.1071428571428571,0.2321428571428571,0.3571428571428571,1
878,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0909090909090909,0.1818181818181818,1
885,0.1304347826086956,0.1304347826086956,0.1304347826086956,0.0,0.0652173913043478,0.1304347826086956,1
887,0.0555555555555555,0.0833333333333333,0.1111111111111111,0.0,0.0,0.0,1
888,0.1,0.1,0.1,0.0,0.1,0.2,1
889,0.0208695652173913,0.0208695652173913,0.0208695652173913,0.0,0.020434782608695648,0.040869565217391296,2
