year,pce_b,DMOTRC,DMOTRC_share_pce,DFDHRC,DFDHRC_share_pce,DREQRC,DREQRC_share_pce,DODGRC,DODGRC_share_pce,DFXARC,DFXARC_share_pce,DCLORC,DCLORC_share_pce,DGOERC,DGOERC_share_pce,DONGRC,DONGRC_share_pce,DHUTRC,DHUTRC_share_pce,DHLCRC,DHLCRC_share_pce,DTRSRC,DTRSRC_share_pce,DRCARC,DRCARC_share_pce,DFSARC,DFSARC_share_pce,DIFSRC,DIFSRC_share_pce,DOTSRC,DOTSRC_share_pce,DNPIRC,DNPIRC_share_pce,detail_sum_b,identity_residual_b,source_vintage
1995,4962.59,255.709,0.051527327464086295,146.742,0.02956964004683038,153.722,0.03097616365647777,79.565,0.016032958596216895,443.748,0.08941863019108973,231.245,0.04659764356918464,133.404,0.026881930604784998,371.398,0.07483954950942956,913.681,0.1841137389951618,719.885,0.14506235655171995,176.359,0.035537693019169425,181.092,0.036491428870811415,316.136,0.06370383207155941,347.0,0.0699231651214386,390.576,0.07870406380539194,102.328,0.020619877926647174,4962.590000000001,-9.094947017729282e-13,BEA current Underlying Section2All release downloaded 2026-08-23
1996,5244.596,273.485,0.05214605662666868,153.535,0.029274895530561364,164.93,0.031447608166577566,84.345,0.016082268300551653,461.879,0.0880676033006165,239.542,0.04567406145296988,144.745,0.027598884642401438,395.21,0.0753556613321598,962.44,0.18351079854387262,752.066,0.14339827128724503,192.686,0.036739912855060716,195.583,0.037292290960066324,326.558,0.0622656158834732,372.083,0.07094597944245849,415.465,0.07921773192825529,110.044,0.020982359747061547,5244.596,0.0,BEA current Underlying Section2All release downloaded 2026-08-23
1997,5536.79,293.082,0.052933558975507465,160.49,0.028986109279925735,174.632,0.03154029681458029,87.325,0.015771773897872234,474.777,0.08574950467689763,247.496,0.044700268567166176,147.661,0.026669062760191375,421.041,0.07604424224144314,1009.822,0.1823840167317164,790.948,0.14285316943571996,211.803,0.03825375352866914,208.317,0.03762414684320699,343.427,0.062026372681644064,408.884,0.07384856568517137,451.495,0.08154454115110019,105.588,0.019070255509058498,5536.788,0.0020000000004074536,BEA current Underlying Section2All release downloaded 2026-08-23
1998,5877.248,320.205,0.05448213177323809,173.579,0.029534060839358833,191.36,0.032559456398641,94.15,0.016019402278073004,487.437,0.08293626540857219,257.805,0.043864917730202985,132.355,0.022519893664517815,451.549,0.07683000615253942,1065.472,0.1812875686035369,832.045,0.14157051055187733,225.18,0.03831385029183727,220.204,0.0374671955309696,361.836,0.06156554904608416,446.059,0.07589589549394547,494.205,0.08408782477785522,123.807,0.021065471458750765,5877.2480000000005,-9.094947017729282e-13,BEA current Underlying Section2All release downloaded 2026-08-23
1999,6283.758,350.73,0.055815325797078756,191.185,0.03042526462667722,210.921,0.033566060309770045,102.732,0.016348815469978316,515.53,0.08204166996883075,271.097,0.04314249530296997,146.545,0.023321235477241485,498.321,0.07930302217240066,1123.133,0.17873587747968653,863.589,0.1374319316561841,241.344,0.038407589853078364,238.055,0.037884176952708876,380.331,0.06052604190040419,484.588,0.07711754653823398,527.427,0.08393496375894807,138.229,0.021997823595370797,6283.7570000000005,0.0009999999992942321,BEA current Underlying Section2All release downloaded 2026-08-23
2000,6767.179,363.228,0.05367495081776321,208.106,0.030752252895926056,230.859,0.0341145106402535,110.38,0.01631108028914264,540.578,0.07988232615097073,280.831,0.041498976161263065,184.516,0.027266309935055653,534.675,0.07901002766440786,1198.556,0.17711309247176704,918.425,0.13571755675444672,261.279,0.0386097367898795,254.39,0.03759173504942015,408.781,0.06040641159336852,541.925,0.08008137511952912,572.611,0.08461590863785337,158.041,0.02335404457307838,6767.181,-0.001999999999497959,BEA current Underlying Section2All release downloaded 2026-08-23
2001,7073.801,383.289,0.05418430628738354,214.94,0.03038536142026048,234.933,0.033211706125179374,108.352,0.01531736615152165,564.003,0.07973125056811749,277.868,0.0392812859734109,177.986,0.025161295886044856,564.221,0.07976206851168134,1287.493,0.1820086541874729,996.564,0.1408809775677885,259.8,0.03672707219216373,262.29,0.03707907530901704,419.664,0.05932652049442725,529.302,0.07482568423963298,614.012,0.08680085854832499,179.083,0.025316375170859343,7073.799999999999,0.0010000000011132215,BEA current Underlying Section2All release downloaded 2026-08-23
2002,7348.941,401.347,0.054612902729794674,225.868,0.030734768451672154,244.773,0.033307247942254536,113.38,0.015428073242117469,575.052,0.078249641683067,278.835,0.03794220146821154,167.9,0.022846829223421444,591.65,0.08050819839212207,1329.534,0.18091504612705425,1082.872,0.14735075434678277,251.873,0.03427337353776551,271.403,0.03693089929555837,436.311,0.05937059502858983,539.046,0.07335016024757854,640.754,0.08718997744028698,198.343,0.026989330843722924,7348.941,0.0,BEA current Underlying Section2All release downloaded 2026-08-23
2003,7740.749,401.518,0.05187069106620044,235.161,0.030379618303086692,259.466,0.03351949533565809,121.655,0.01571617940331097,599.58,0.07745762070311285,285.296,0.03685638172740131,196.412,0.025373771969611728,623.509,0.0805489236248327,1391.084,0.1797092245207796,1154.049,0.14908751078222535,259.618,0.03353913167834276,288.865,0.03731744822109592,462.716,0.059776644353149805,574.199,0.0741787390341684,682.108,0.08811912128916723,205.511,0.026549239614926154,7740.747000000001,0.0019999999985884642,BEA current Underlying Section2All release downloaded 2026-08-23
2004,8231.96,409.311,0.04972218037988523,254.31,0.030893007254651387,284.842,0.0346019659959475,132.111,0.016048547369034834,632.604,0.07684731218324678,297.38,0.036125054057599894,232.732,0.028271760309816863,658.73,0.08002103994674416,1466.633,0.1781632806767769,1238.873,0.1504955077527102,271.15,0.0329386926078358,311.479,0.037837768891005305,498.229,0.06052373918240614,619.316,0.07523311580717108,717.887,0.0872072993551961,206.372,0.025069606752219403,8231.958999999999,0.0010000000002037268,BEA current Underlying Section2All release downloaded 2026-08-23
2005,8769.066,409.954,0.0467500187591244,271.273,0.0309352216074095,306.401,0.03494112143756245,140.982,0.016077196818908648,668.216,0.0762015019615544,310.509,0.03540958638012304,283.77,0.03236034487595372,691.817,0.07889289463666939,1580.105,0.18019079797095836,1320.533,0.15058992599667967,283.884,0.03237334512022147,328.124,0.03741835219395087,533.632,0.06085391534286547,676.845,0.07718552922283856,752.752,0.08584175327224129,210.268,0.023978380365708273,8769.064999999999,0.0010000000020227162,BEA current Underlying Section2All release downloaded 2026-08-23
2006,9277.236,394.949,0.04257183928489045,283.598,0.030569234198634162,326.32,0.03517426957770611,153.466,0.01654221149488921,700.26,0.0754815335084717,320.023,0.03449551137860458,319.65,0.03445530543795587,741.389,0.07991485826166328,1665.715,0.17954862849236558,1391.892,0.15003304863646888,297.056,0.032019881783755415,351.278,0.03786451050722435,570.6,0.061505388027209826,719.53,0.07755866079077862,802.324,0.08648308612608323,239.184,0.025781816911847447,9277.234,0.0020000000004074536,BEA current Underlying Section2All release downloaded 2026-08-23
2007,9746.594,400.573,0.04109876742583102,283.458,0.029082774967337313,339.19,0.03480087505440362,164.823,0.016910830593743827,737.332,0.07565022201601915,323.474,0.03318841433222724,345.547,0.03545310289933079,772.635,0.07927230784415562,1759.556,0.18053034731927894,1478.209,0.15166416083403086,307.553,0.03155492062150122,375.594,0.03853592342104329,601.498,0.06171366120308285,762.695,0.07825246439935839,845.677,0.0867664129643648,248.78,0.025524814104291204,9746.594,0.0,BEA current Underlying Section2All release downloaded 2026-08-23
2008,10050.083,343.337,0.03416260343322537,264.349,0.02630316585445115,328.061,0.03264261598635553,163.014,0.016220164549884813,769.085,0.0765252386472828,317.373,0.03157914218220884,391.089,0.03891400697884784,786.914,0.07829925384695827,1872.714,0.18633816258034883,1555.346,0.15475951790646902,312.689,0.03111307637956821,389.069,0.038713013613917414,620.152,0.061706157053628315,777.456,0.07735816709175436,872.143,0.08677968132203485,287.292,0.02858603257306432,10050.082999999999,1.8189894035458565e-12,BEA current Underlying Section2All release downloaded 2026-08-23
2009,9891.218,318.583,0.03220867237988284,238.275,0.02408955095317887,297.516,0.03007880323737683,157.747,0.01594818757406823,772.93,0.07814305578948921,304.043,0.03073868152536927,287.027,0.02901836760649699,803.901,0.08127421718943005,1900.009,0.19209049886475052,1632.737,0.16506935748458884,297.362,0.030063233870692162,388.399,0.03926705487635597,612.688,0.061942624255172614,720.512,0.07284360732924902,870.308,0.08798795052338346,289.18,0.02923603544073136,9891.217,0.0010000000002037268,BEA current Underlying Section2All release downloaded 2026-08-23
2010,10260.256,344.466,0.03357284652546681,240.924,0.02348128545720497,298.612,0.0291037572551796,164.96,0.0160775715537702,786.866,0.07669067906297855,316.611,0.03085800198357624,336.718,0.03281769967532974,828.667,0.08076474894973382,1947.947,0.18985364497727933,1699.559,0.1656448922911865,305.153,0.029741265715007504,403.743,0.03935018775359991,635.671,0.061954691968699425,767.987,0.07485066649409138,887.933,0.08654101807986078,294.438,0.0286969447935802,10260.255,0.0010000000002037268,BEA current Underlying Section2All release downloaded 2026-08-23
2011,10698.857,365.178,0.03413243115596367,246.862,0.02307367973980772,305.353,0.028540712339645256,176.106,0.016460262998187564,819.542,0.07660089297389432,332.586,0.03108612443366614,413.801,0.0386771222383849,858.693,0.08026025583854425,1983.277,0.18537279262635253,1757.146,0.16423679651013187,328.362,0.03069131590411948,409.015,0.038229784733079426,669.465,0.0625735066839383,811.064,0.0758084718769491,910.551,0.08510731566932804,311.856,0.029148534278007454,10698.857,0.0,BEA current Underlying Section2All release downloaded 2026-08-23
2012,11047.363,396.608,0.03590069412944972,253.938,0.022986299988513096,311.821,0.028225830906434417,181.854,0.016461303932893308,846.198,0.0765972838948082,345.22,0.031249086320418732,421.935,0.03819327743643438,880.166,0.07967204481286622,2014.74,0.18237293370372643,1821.293,0.16486223907008396,341.05,0.030871620675449882,430.769,0.03899292527999668,704.928,0.06380961682892107,830.923,0.07521460098667891,924.374,0.08367372376557193,341.546,0.03091651826775313,11047.363000000001,-1.8189894035458565e-12,BEA current Underlying Section2All release downloaded 2026-08-23
2013,11388.233,422.128,0.037067032260404226,263.304,0.023120707136919307,322.311,0.028302107974081666,184.042,0.016160716065433504,870.536,0.07644170961377414,354.351,0.031115538292902856,421.623,0.03702268824320683,903.887,0.07937025875743849,2085.694,0.1831446546624046,1863.771,0.1636576104475558,360.089,0.03161939170018738,448.657,0.03939654202719597,732.649,0.06433386110031293,870.808,0.07646559391610622,936.997,0.08227764570675714,347.384,0.030503766475448824,11388.230999999998,0.002000000002226443,BEA current Underlying Section2All release downloaded 2026-08-23
2014,11874.45,451.591,0.03803047720104931,275.462,0.023197874427868234,331.8,0.027942346803430895,188.406,0.015866503290678725,910.421,0.07667058263751163,368.604,0.031041774566400965,410.907,0.034604297462198244,949.385,0.07995191356231235,2146.012,0.18072517042894617,1945.46,0.16383579871067713,382.738,0.03223206127441692,471.076,0.039671395306729994,776.811,0.0654186930763109,925.569,0.07794626277427585,986.951,0.0831155127184838,353.257,0.029749335758708823,11874.449999999999,1.8189894035458565e-12,BEA current Underlying Section2All release downloaded 2026-08-23
2015,12297.438,490.733,0.039905303852721195,292.691,0.023800973828857683,339.507,0.027607945655021802,192.863,0.01568318539194912,942.006,0.07660180925490334,380.803,0.030966043496214415,318.796,0.025923773716118755,997.731,0.08113324092384121,2196.137,0.17858492150966732,2059.765,0.16749545718384592,393.491,0.03199780311964167,499.689,0.04063358562978728,833.353,0.06776639166629667,976.831,0.07943369993001795,1019.255,0.08288352419422647,363.787,0.02958234064688921,12297.437999999998,1.8189894035458565e-12,BEA current Underlying Section2All release downloaded 2026-08-23
2016,12726.849,504.624,0.03965034864482167,306.047,0.024047350605008358,354.524,0.027856384561488864,191.301,0.015031293291843094,969.597,0.07618515785014814,392.151,0.030812890134863706,287.015,0.022551929389592034,1027.778,0.08075667433470768,2269.046,0.17828812143524292,2164.634,0.17008404829820797,411.05,0.03229786100235808,528.527,0.041528504031123493,870.522,0.06840043438874777,996.14,0.07827074871399825,1065.61,0.08372928758721031,388.283,0.030508965730637647,12726.848999999998,1.8189894035458565e-12,BEA current Underlying Section2All release downloaded 2026-08-23
2017,13290.626,529.413,0.03983356389683977,319.185,0.024015798804360305,375.685,0.028266915343190004,191.627,0.014418207238695906,1010.444,0.07602681769842895,401.084,0.0301779615196455,323.983,0.02437680512565774,1060.793,0.07981512684203136,2350.171,0.17682921782615807,2245.306,0.16893907028908947,429.405,0.03230886190010914,555.221,0.04177538364257635,913.232,0.06871248953961988,1073.212,0.08074954482956634,1115.449,0.08392749897559378,396.415,0.029826661287436725,13290.625000000002,0.0009999999983847374,BEA current Underlying Section2All release downloaded 2026-08-23
2018,13934.442,549.998,0.039470400034676674,335.953,0.024109540948966595,405.202,0.029079169442163526,197.678,0.014186287473872294,1044.381,0.07494961046879381,409.38,0.02937900204400004,366.675,0.026314293747822844,1104.941,0.07929567613830536,2459.308,0.17649131554747582,2344.74,0.16826938602923605,456.444,0.03275653233907752,575.902,0.041329390871912924,960.699,0.0689442031478548,1130.866,0.08115617403265951,1171.345,0.08406113427433981,420.93,0.030207883458842486,13934.442000000001,-1.8189894035458565e-12,BEA current Underlying Section2All release downloaded 2026-08-23
2019,14437.543,544.955,0.037745688445741776,346.714,0.024014750986369356,429.159,0.029725210169071013,202.816,0.014047819632467935,1083.239,0.07502931766159934,414.144,0.028685213266550966,352.512,0.024416342863879264,1159.278,0.08029607253810431,2561.996,0.1774537398780388,2472.39,0.17124728217259683,486.284,0.03368190834132927,597.209,0.04136500234146488,1006.392,0.06970659758381326,1134.965,0.0786120602376734,1227.798,0.08504203242892507,417.691,0.028930892188511578,14437.542000000001,0.0009999999983847374,BEA current Underlying Section2All release downloaded 2026-08-23
2020,14231.353,546.813,0.03842312111856125,380.989,0.02677110180599132,496.205,0.034867029157382295,197.693,0.013891370693988127,1201.722,0.08444186578746238,360.435,0.025326825917395206,258.458,0.01816116851293057,1266.309,0.08898022556253085,2687.694,0.1888572365536854,2354.165,0.16542102497211614,366.455,0.025749835591879423,470.207,0.033040217609667896,823.957,0.057897306039699815,1152.896,0.08101099031132176,1185.322,0.08328948062773792,482.032,0.03387112947026189,14231.352,0.0009999999983847374,BEA current Underlying Section2All release downloaded 2026-08-23
2021,16119.682,696.963,0.04323677104796484,451.228,0.027992363621068952,590.121,0.03660872466342698,253.553,0.015729404587509852,1291.454,0.08011659287075265,468.624,0.029071541237600095,385.743,0.02392993856826704,1361.761,0.0844781553383001,2842.804,0.17635608444384945,2642.111,0.16390590087323062,467.588,0.029007271979682975,576.776,0.03578085473398296,1048.313,0.06503310673250254,1264.368,0.0784362867704214,1337.937,0.08300021055005923,440.34,0.027316916053306755,16119.684000000001,-0.0020000000004074536,BEA current Underlying Section2All release downloaded 2026-08-23
2022,17690.013,726.402,0.04106283019690263,476.136,0.026915525726295398,606.179,0.03426673569996811,269.212,0.015218304248843684,1394.007,0.078801920609103,494.102,0.027931127014999932,514.602,0.029089972969494143,1458.027,0.082420911731382,3114.446,0.17605673890686233,2819.064,0.1593590688712326,571.687,0.032316934984728395,677.298,0.03828702669692781,1235.858,0.06986190456728325,1324.622,0.07487965102117224,1472.236,0.08322413330052388,536.136,0.030307269983351624,17690.014,-0.0010000000002037268,BEA current Underlying Section2All release downloaded 2026-08-23
2023,18833.15,750.42,0.039845697612985606,479.861,0.025479593164181243,633.009,0.03361142453599106,277.753,0.014748090468137298,1438.287,0.07636996466337283,513.336,0.027257044095119507,464.897,0.024685036756994978,1558.102,0.08273188500065044,3375.528,0.17923331997037137,3060.445,0.1625030863132296,616.9,0.032756071076798086,739.325,0.039256576833933784,1362.481,0.07234482813549512,1425.8,0.07570693166039669,1582.924,0.0840498801315765,554.081,0.029420516482903815,18833.148999999998,0.0010000000038417056,BEA current Underlying Section2All release downloaded 2026-08-23
2024,19896.009,732.779,0.03683045177552946,490.018,0.02462895950640151,663.732,0.0333600572858607,291.555,0.014653943914078447,1479.572,0.07436526591840605,530.206,0.026648862090884663,440.526,0.022141425448691746,1633.141,0.08208384907747078,3603.64,0.1811237620570035,3314.991,0.1666158775863039,660.506,0.03319791421485586,777.049,0.03905552113491706,1428.965,0.07182169047068686,1560.423,0.07842894522212973,1675.793,0.08422759559467428,613.113,0.03081587870210554,19896.009000000002,-3.637978807091713e-12,BEA current Underlying Section2All release downloaded 2026-08-23
2025,20954.857,758.834,0.03621279782534426,507.34,0.02421109339949206,697.612,0.033291183996149436,301.627,0.014394133064234226,1529.922,0.07301037654420643,561.764,0.02680829556603512,422.353,0.020155374956746304,1728.589,0.08249109025177313,3801.214,0.181400140311146,3551.57,0.16948672090675684,703.698,0.03358161785594624,819.215,0.039094277760998324,1495.154,0.0713511908002999,1689.841,0.080641972407638,1777.887,0.08484367132641372,608.238,0.029026110748453213,20954.858,-0.0010000000002037268,BEA current Underlying Section2All release downloaded 2026-08-23
