scenario,t_years,policy,z3M,z1Y,z2Y,z3Y,z5Y,z7Y,z10Y,wage_bill_real
status quo,0.0,2.75,2.7594,2.7855,2.815,2.8401,2.88,2.9096,2.941,1.0
status quo,0.25,2.75,2.7594,2.7856,2.815,2.8401,2.8798,2.9093,2.9407,1.0
status quo,0.5,2.75,2.7594,2.7856,2.815,2.84,2.8796,2.909,2.9404,1.0
status quo,0.75,2.75,2.7594,2.7857,2.8151,2.8399,2.8794,2.9088,2.94,1.0
status quo,1.0,2.75,2.7595,2.7858,2.8151,2.8399,2.8792,2.9085,2.9396,1.0
status quo,1.25,2.75,2.7595,2.7859,2.8151,2.8398,2.879,2.9082,2.9392,1.0
status quo,1.5,2.75,2.7595,2.7859,2.8151,2.8397,2.8788,2.9079,2.9388,1.0
status quo,1.75,2.75,2.7595,2.7859,2.815,2.8396,2.8786,2.9076,2.9385,1.0
status quo,2.0,2.75,2.7595,2.7859,2.815,2.8395,2.8785,2.9075,2.9384,1.0
status quo,2.25,2.75,2.7595,2.7857,2.8148,2.8394,2.8784,2.9075,2.9384,1.0
status quo,2.5,2.75,2.7594,2.7855,2.8146,2.8393,2.8785,2.9076,2.9386,1.0
status quo,2.75,2.75,2.7593,2.7852,2.8144,2.8392,2.8785,2.9078,2.939,1.0
status quo,3.0,2.75,2.7593,2.7849,2.8142,2.839,2.8786,2.9081,2.9394,1.0
status quo,3.25,2.75,2.7592,2.7847,2.814,2.839,2.8787,2.9082,2.9397,1.0
status quo,3.5,2.75,2.7592,2.7846,2.8139,2.839,2.8787,2.9083,2.9398,1.0
status quo,3.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9398,1.0
status quo,4.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9398,1.0
status quo,4.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,4.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,4.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,5.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,5.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,5.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,5.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,6.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,6.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,6.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,6.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,7.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,7.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,7.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,7.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,8.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,8.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,8.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,8.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,9.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,9.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,9.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,9.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,10.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,10.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,10.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,10.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,11.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,11.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,11.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,11.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,12.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,12.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,12.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,12.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,13.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,13.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,13.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,13.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,14.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,14.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,14.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,14.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,15.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,15.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,15.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,15.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,16.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,16.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,16.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,16.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,17.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,17.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,17.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,17.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,18.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,18.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,18.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,18.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,19.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,19.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,19.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,19.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,20.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,20.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,20.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,20.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,21.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,21.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,21.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,21.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,22.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,22.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,22.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,22.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,23.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,23.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,23.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,23.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,24.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,24.25,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,24.5,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,24.75,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
status quo,25.0,2.75,2.7592,2.7846,2.8139,2.8389,2.8788,2.9084,2.9399,1.0
deficits dominate,0.0,2.75,2.7595,2.7877,2.8204,2.8481,2.8921,2.9246,2.9591,1.0
deficits dominate,0.25,2.75,2.7595,2.7881,2.821,2.8489,2.8932,2.9259,2.9605,1.00042
deficits dominate,0.5,2.75,2.7596,2.7885,2.8217,2.8498,2.8943,2.9272,2.962,1.00096
deficits dominate,0.75,2.75,2.7597,2.789,2.8224,2.8507,2.8955,2.9286,2.9637,1.00158
deficits dominate,1.0,2.75,2.7598,2.7896,2.8233,2.8519,2.897,2.9303,2.9656,1.00231
deficits dominate,1.25,2.75,2.7599,2.7903,2.8245,2.8533,2.8989,2.9325,2.9681,1.00315
deficits dominate,1.5,2.75,2.76,2.7913,2.826,2.8552,2.9014,2.9354,2.9714,1.00413
deficits dominate,1.75,2.75,2.7603,2.7927,2.8283,2.8581,2.9051,2.9397,2.9763,1.00526
deficits dominate,2.0,2.75,2.7606,2.795,2.8318,2.8626,2.911,2.9466,2.9841,1.00658
deficits dominate,2.25,2.75,2.7612,2.7989,2.838,2.8703,2.921,2.9582,2.9974,1.00809
deficits dominate,2.5,2.75,2.7624,2.8063,2.8495,2.8849,2.94,2.9802,3.0223,1.00983
deficits dominate,2.75,2.75,2.7648,2.8218,2.8736,2.9151,2.979,3.0253,3.0735,1.01182
deficits dominate,3.0,2.75,2.7704,2.8569,2.9274,2.982,3.0648,3.1241,3.1854,1.01409
deficits dominate,3.25,2.75,2.7823,2.9297,3.0369,3.1168,3.2357,3.3197,3.4056,1.01665
deficits dominate,3.5,2.75,2.7984,3.0252,3.1762,3.2851,3.4447,3.5564,3.6699,1.01953
deficits dominate,3.75,2.75,2.8097,3.0878,3.2618,3.3843,3.5619,3.6855,3.8107,1.02272
deficits dominate,4.0,2.75,2.8171,3.1249,3.3077,3.4336,3.6144,3.7397,3.8664,1.02622
deficits dominate,4.25,3.0,3.0392,3.235,3.3864,3.501,3.672,3.7927,3.9155,1.03001
deficits dominate,4.5,3.0,3.0466,3.2708,3.4284,3.5442,3.7149,3.8348,3.9566,1.03403
deficits dominate,4.75,3.0,3.0544,3.3084,3.4722,3.5889,3.7589,3.8776,3.9979,1.03822
deficits dominate,5.0,3.0,3.0625,3.3475,3.5176,3.6349,3.8037,3.9209,4.0394,1.04244
deficits dominate,5.25,3.0,3.0709,3.3879,3.5641,3.6819,3.8491,3.9644,4.0808,1.04655
deficits dominate,5.5,3.25,3.2947,3.5053,3.6498,3.7551,3.9102,4.0189,4.1296,1.05032
deficits dominate,5.75,3.25,3.3036,3.5475,3.6979,3.8033,3.956,4.0624,4.1703,1.05348
deficits dominate,6.0,3.25,3.3125,3.5901,3.7464,3.8517,4.0017,4.1054,4.2103,1.05571
deficits dominate,6.25,3.25,3.3216,3.6329,3.795,3.8999,4.047,4.1479,4.2496,1.05664
deficits dominate,6.5,3.25,3.3306,3.6756,3.8433,3.9478,4.0917,4.1896,4.2879,1.05584
deficits dominate,6.75,3.5,3.5548,3.7941,3.9293,4.0205,4.1508,4.2412,4.3327,1.05287
deficits dominate,7.0,3.5,3.5637,3.836,3.9764,4.0669,4.1937,4.2807,4.3687,1.04728
deficits dominate,7.25,3.5,3.5724,3.8772,4.0225,4.1122,4.2353,4.319,4.4033,1.03865
deficits dominate,7.5,3.75,3.7961,3.9932,4.1054,4.1815,4.2906,4.3666,4.4439,1.02663
deficits dominate,7.75,3.75,3.8044,4.0318,4.1485,4.2236,4.329,4.4016,4.4752,1.01096
deficits dominate,8.0,3.75,3.8123,4.0688,4.1896,4.2637,4.3654,4.4347,4.5046,0.9915
deficits dominate,8.25,3.75,3.8197,4.1036,4.2283,4.3015,4.3995,4.4656,4.5321,0.9683
deficits dominate,8.5,4.0,4.0419,4.2122,4.3026,4.362,4.4464,4.5051,4.565,0.94154
deficits dominate,8.75,4.0,4.0483,4.2422,4.3358,4.3943,4.4755,4.5313,4.5881,0.9116
deficits dominate,9.0,4.0,4.0541,4.2694,4.3659,4.4235,4.5017,4.5549,4.6089,0.879
deficits dominate,9.25,4.0,4.0593,4.2937,4.3928,4.4496,4.5251,4.5759,4.6273,0.84439
deficits dominate,9.5,4.0,4.0639,4.3151,4.4165,4.4726,4.5456,4.5944,4.6435,0.80847
deficits dominate,9.75,4.25,4.2831,4.4096,4.4751,4.5178,4.5786,4.6212,4.6651,0.77201
deficits dominate,10.0,4.25,4.2865,4.4254,4.4926,4.5348,4.5938,4.6348,4.677,0.73573
deficits dominate,10.25,4.25,4.2893,4.4387,4.5072,4.549,4.6065,4.6462,4.687,0.70029
deficits dominate,10.5,4.25,4.2917,4.4497,4.5194,4.5607,4.617,4.6556,4.6952,0.66625
deficits dominate,10.75,4.25,4.2936,4.4586,4.5292,4.5703,4.6256,4.6633,4.702,0.63406
deficits dominate,11.0,4.25,4.2951,4.4658,4.5372,4.578,4.6325,4.6695,4.7074,0.60406
deficits dominate,11.25,4.25,4.2963,4.4715,4.5435,4.5841,4.638,4.6745,4.7118,0.57644
deficits dominate,11.5,4.25,4.2973,4.476,4.5485,4.5889,4.6423,4.6784,4.7152,0.5513
deficits dominate,11.75,4.25,4.298,4.4795,4.5523,4.5927,4.6456,4.6814,4.7178,0.52864
deficits dominate,12.0,4.5,4.5138,4.5581,4.5934,4.621,4.6635,4.6946,4.7275,0.50841
deficits dominate,12.25,4.5,4.5142,4.5601,4.5957,4.6232,4.6655,4.6964,4.7291,0.49047
deficits dominate,12.5,4.5,4.5145,4.5617,4.5974,4.6248,4.6669,4.6977,4.7303,0.47468
deficits dominate,12.75,4.5,4.5148,4.5628,4.5986,4.6261,4.6681,4.6987,4.7311,0.46086
deficits dominate,13.0,4.5,4.5152,4.5645,4.6011,4.6291,4.672,4.7033,4.7363,0.44881
deficits dominate,13.25,4.5,4.5169,4.571,4.6127,4.6449,4.6945,4.7308,4.7692,0.43837
deficits dominate,13.5,4.5,4.5186,4.5775,4.6244,4.661,4.7174,4.7588,4.8026,0.42935
deficits dominate,13.75,4.5,4.5203,4.584,4.6362,4.6772,4.7407,4.7874,4.8368,0.42157
deficits dominate,14.0,4.5,4.522,4.5906,4.6481,4.6937,4.7644,4.8164,4.8716,0.41489
deficits dominate,14.25,4.5,4.5238,4.5971,4.6601,4.7104,4.7885,4.846,4.9069,0.40917
deficits dominate,14.5,4.5,4.5255,4.6038,4.6723,4.7273,4.8129,4.8759,4.9428,0.40427
deficits dominate,14.75,4.5,4.5273,4.6105,4.6847,4.7444,4.8376,4.9063,4.9792,0.40008
deficits dominate,15.0,4.5,4.5291,4.6173,4.6972,4.7617,4.8627,4.9372,5.0161,0.39651
deficits dominate,15.25,4.5,4.5309,4.6241,4.7098,4.7793,4.8881,4.9684,5.0535,0.39347
deficits dominate,15.5,4.5,4.5328,4.631,4.7226,4.797,4.9137,4.9999,5.0913,0.39088
deficits dominate,15.75,4.5,4.5346,4.638,4.7355,4.815,4.9397,5.0318,5.1296,0.38868
deficits dominate,16.0,4.5,4.5365,4.6451,4.7485,4.8331,4.9659,5.0641,5.1683,0.3868
deficits dominate,16.25,4.5,4.5384,4.6522,4.7616,4.8514,4.9924,5.0967,5.2073,0.38521
deficits dominate,16.5,4.5,4.5403,4.6594,4.7749,4.8699,5.0192,5.1296,5.2467,0.38386
deficits dominate,16.75,4.5,4.5422,4.6666,4.7883,4.8885,5.0461,5.1627,5.2865,0.38272
deficits dominate,17.0,4.5,4.5442,4.674,4.8018,4.9074,5.0734,5.1962,5.3267,0.38174
deficits dominate,17.25,4.5,4.5461,4.6813,4.8155,4.9263,5.1008,5.23,5.3671,0.38092
deficits dominate,17.5,4.5,4.5481,4.6888,4.8292,4.9454,5.1285,5.264,5.4079,0.38022
deficits dominate,17.75,4.5,4.5501,4.6962,4.8431,4.9647,5.1564,5.2983,5.4491,0.37963
deficits dominate,18.0,4.5,4.5521,4.7038,4.857,4.9841,5.1845,5.3329,5.4905,0.37912
deficits dominate,18.25,4.5,4.5541,4.7114,4.8711,5.0037,5.2128,5.3677,5.5323,0.3787
deficits dominate,18.5,4.5,4.5561,4.719,4.8852,5.0234,5.2413,5.4028,5.5743,0.37834
deficits dominate,18.75,4.5,4.5582,4.7268,4.8995,5.0432,5.2701,5.4381,5.6167,0.37803
deficits dominate,19.0,4.5,4.5603,4.7345,4.9139,5.0632,5.299,5.4737,5.6594,0.37777
deficits dominate,19.25,4.5,4.5623,4.7424,4.9283,5.0834,5.3282,5.5096,5.7023,0.37755
deficits dominate,19.5,4.5,4.5644,4.7502,4.9429,5.1036,5.3575,5.5457,5.7456,0.37737
deficits dominate,19.75,4.5,4.5665,4.7582,4.9576,5.124,5.387,5.582,5.7891,0.37721
deficits dominate,20.0,4.5,4.5687,4.7661,4.9723,5.1446,5.4168,5.6186,5.833,0.37708
deficits dominate,20.25,4.5,4.5708,4.7742,4.9872,5.1653,5.4467,5.6554,5.8771,0.37697
deficits dominate,20.5,4.5,4.5729,4.7823,5.0022,5.1861,5.4769,5.6925,5.9216,0.37687
deficits dominate,20.75,4.5,4.5751,4.7904,5.0172,5.207,5.5072,5.7298,5.9663,0.37679
deficits dominate,21.0,4.5,4.5773,4.7986,5.0324,5.2281,5.5377,5.7673,6.0113,0.37672
deficits dominate,21.25,4.5,4.5795,4.8069,5.0476,5.2494,5.5685,5.8052,6.0567,0.37666
deficits dominate,21.5,4.5,4.5817,4.8152,5.063,5.2707,5.5994,5.8432,6.1023,0.37661
deficits dominate,21.75,4.5,4.5839,4.8235,5.0785,5.2923,5.6306,5.8815,6.1482,0.37657
deficits dominate,22.0,4.5,4.5861,4.8319,5.094,5.3139,5.6619,5.9201,6.1944,0.37654
deficits dominate,22.25,4.5,4.5884,4.8404,5.1097,5.3357,5.6935,5.9589,6.2409,0.37651
deficits dominate,22.5,4.5,4.5906,4.8489,5.1254,5.3576,5.7252,5.9979,6.2877,0.37648
deficits dominate,22.75,4.5,4.5929,4.8575,5.1413,5.3797,5.7572,6.0372,6.3349,0.37646
deficits dominate,23.0,4.5,4.5952,4.8661,5.1573,5.4019,5.7893,6.0768,6.3823,0.37644
deficits dominate,23.25,4.5,4.5975,4.8748,5.1733,5.4243,5.8217,6.1166,6.43,0.37643
deficits dominate,23.5,4.5,4.5999,4.8836,5.1895,5.4468,5.8543,6.1566,6.478,0.37641
deficits dominate,23.75,4.5,4.6022,4.8924,5.2058,5.4694,5.887,6.1969,6.5264,0.3764
deficits dominate,24.0,4.5,4.6045,4.9012,5.2221,5.4922,5.92,6.2375,6.575,0.37639
deficits dominate,24.25,4.5,4.6069,4.9101,5.2386,5.5152,5.9532,6.2784,6.624,0.37638
deficits dominate,24.5,4.5,4.6093,4.9191,5.2552,5.5382,5.9867,6.3195,6.6732,0.37638
deficits dominate,24.75,4.5,4.6117,4.9281,5.2719,5.5615,6.0203,6.3608,6.7228,0.37637
deficits dominate,25.0,4.5,4.6141,4.9372,5.2887,5.5849,6.0541,6.4024,6.7727,0.37637
owners' saving dominates,0.0,2.75,2.7592,2.7827,2.8085,2.8304,2.8653,2.8914,2.9194,1.0
owners' saving dominates,0.25,2.75,2.7592,2.7824,2.8078,2.8294,2.8638,2.8895,2.9171,1.00042
owners' saving dominates,0.5,2.75,2.7592,2.7821,2.8071,2.8283,2.8621,2.8874,2.9146,1.00095
owners' saving dominates,0.75,2.75,2.7592,2.7817,2.8063,2.827,2.8603,2.8852,2.9119,1.00155
owners' saving dominates,1.0,2.75,2.7591,2.7813,2.8053,2.8256,2.8581,2.8825,2.9087,1.00225
owners' saving dominates,1.25,2.75,2.7591,2.7808,2.8041,2.8239,2.8555,2.8793,2.9049,1.00306
owners' saving dominates,1.5,2.75,2.7591,2.7801,2.8025,2.8215,2.852,2.875,2.8998,1.00398
owners' saving dominates,1.75,2.75,2.759,2.7791,2.8003,2.8182,2.8471,2.8689,2.8925,1.00505
owners' saving dominates,2.0,2.75,2.7589,2.7775,2.7967,2.813,2.8393,2.8592,2.881,1.00629
owners' saving dominates,2.25,2.75,2.7587,2.7747,2.7905,2.804,2.8258,2.8427,2.8613,1.0077
owners' saving dominates,2.5,2.75,2.7583,2.7694,2.7788,2.7868,2.8003,2.8113,2.8239,1.00932
owners' saving dominates,2.75,2.75,2.7574,2.758,2.754,2.7507,2.7469,2.7455,2.7457,1.01117
owners' saving dominates,3.0,2.75,2.7552,2.7316,2.6979,2.6698,2.628,2.5997,2.5726,1.01326
owners' saving dominates,3.25,2.75,2.7502,2.6775,2.5864,2.5108,2.3963,2.3166,2.2375,1.0156
owners' saving dominates,3.5,2.75,2.7431,2.6104,2.4558,2.3283,2.1352,2.0001,1.865,1.01822
owners' saving dominates,3.75,2.75,2.7371,2.566,2.3794,2.2275,1.9979,1.8372,1.6765,1.02109
owners' saving dominates,4.0,2.75,2.7316,2.5337,2.3326,2.1712,1.9282,1.7585,1.5887,1.0242
owners' saving dominates,4.25,2.75,2.7253,2.4993,2.2859,2.1174,1.8651,1.6893,1.5135,1.02751
owners' saving dominates,4.5,2.75,2.7179,2.4596,2.2337,2.0586,1.7982,1.6172,1.4364,1.03096
owners' saving dominates,4.75,2.75,2.7091,2.4138,2.1751,1.9939,1.7265,1.5411,1.3563,1.03444
owners' saving dominates,5.0,2.75,2.6988,2.3613,2.1094,1.9227,1.6495,1.4609,1.2731,1.0378
owners' saving dominates,5.25,2.75,2.6869,2.3017,2.0363,1.8446,1.5671,1.3763,1.1868,1.04085
owners' saving dominates,5.5,2.5,2.4582,2.1586,1.9172,1.734,1.4637,1.2764,1.0896,1.04332
owners' saving dominates,5.75,2.5,2.443,2.084,1.8283,1.6416,1.3699,1.1829,0.9969,1.04491
owners' saving dominates,6.0,2.5,2.4262,2.002,1.7317,1.5422,1.2707,1.0853,0.9014,1.04522
owners' saving dominates,6.25,2.5,2.4078,1.913,1.6279,1.4362,1.1665,0.9839,0.8034,1.04381
owners' saving dominates,6.5,2.25,2.1728,1.7416,1.4795,1.299,1.0427,0.8684,0.6959,1.04019
owners' saving dominates,6.75,2.25,2.1517,1.6408,1.3637,1.1824,0.9307,0.7614,0.5947,1.03385
owners' saving dominates,7.0,2.0,1.9145,1.4597,1.2054,1.0367,0.801,0.642,0.4854,1.02426
owners' saving dominates,7.25,2.0,1.8918,1.3517,1.0825,0.9141,0.6853,0.533,0.384,1.01094
owners' saving dominates,7.5,1.75,1.6535,1.166,0.92,0.7652,0.5542,0.4137,0.2762,0.9935
owners' saving dominates,7.75,1.75,1.6303,1.0565,0.7969,0.6438,0.4418,0.3097,0.1815,0.97166
owners' saving dominates,8.0,1.5,1.3922,0.8766,0.6484,0.5159,0.3428,0.2302,0.1214,0.94532
owners' saving dominates,8.25,1.25,1.1546,0.699,0.5024,0.3903,0.2455,0.1522,0.0625,0.91457
owners' saving dominates,8.5,1.25,1.133,0.6007,0.3981,0.2935,0.1663,0.0874,0.0129,0.87973
owners' saving dominates,8.75,1.0,0.8972,0.4309,0.2603,0.1756,0.0754,0.0145,-0.0421,0.84134
owners' saving dominates,9.0,0.75,0.6625,0.2662,0.128,0.0627,-0.0114,-0.055,-0.0945,0.80011
owners' saving dominates,9.25,0.75,0.6442,0.1831,0.0399,-0.0191,-0.0783,-0.1098,-0.1364,0.7569
owners' saving dominates,9.5,0.5,0.4121,0.0301,-0.08,-0.1205,-0.1557,-0.1715,-0.1829,0.71267
owners' saving dominates,9.75,0.25,0.1813,-0.1167,-0.1934,-0.2157,-0.2281,-0.2292,-0.2263,0.66835
owners' saving dominates,10.0,0.25,0.167,-0.1814,-0.262,-0.2794,-0.2802,-0.2719,-0.2589,0.62485
owners' saving dominates,10.25,0.0,-0.0605,-0.3135,-0.3597,-0.3602,-0.3407,-0.3198,-0.2949,0.58295
owners' saving dominates,10.5,0.0,-0.0605,-0.3135,-0.3597,-0.3602,-0.3407,-0.3198,-0.2949,0.54326
owners' saving dominates,10.75,-0.25,-0.2756,-0.3895,-0.3979,-0.3856,-0.356,-0.3307,-0.3025,0.50626
owners' saving dominates,11.0,-0.25,-0.2756,-0.3895,-0.3979,-0.3856,-0.356,-0.3307,-0.3025,0.47222
owners' saving dominates,11.25,-0.5,-0.4908,-0.4654,-0.4361,-0.4111,-0.3712,-0.3416,-0.3101,0.4413
owners' saving dominates,11.5,-0.5,-0.4908,-0.4654,-0.4361,-0.4111,-0.3712,-0.3416,-0.3101,0.41349
owners' saving dominates,11.75,-0.5,-0.4908,-0.4654,-0.4361,-0.4111,-0.3712,-0.3416,-0.3101,0.38871
owners' saving dominates,12.0,-0.5,-0.4908,-0.4654,-0.4361,-0.4111,-0.3712,-0.3416,-0.3101,0.3668
owners' saving dominates,12.25,-0.5,-0.4908,-0.4654,-0.4361,-0.4111,-0.3712,-0.3416,-0.3101,0.34753
owners' saving dominates,12.5,-0.5,-0.4908,-0.4654,-0.4361,-0.4111,-0.3712,-0.3416,-0.3101,0.33069
owners' saving dominates,12.75,-0.5,-0.4908,-0.4654,-0.4361,-0.4111,-0.3712,-0.3416,-0.3101,0.31602
owners' saving dominates,13.0,-0.5,-0.4908,-0.4654,-0.4361,-0.4111,-0.3712,-0.3416,-0.3101,0.30329
owners' saving dominates,13.25,-0.5,-0.4908,-0.4654,-0.4361,-0.4111,-0.3712,-0.3416,-0.3101,0.29228
owners' saving dominates,13.5,-0.5,-0.4908,-0.4654,-0.4361,-0.4111,-0.3712,-0.3416,-0.3101,0.28276
owners' saving dominates,13.75,-0.5,-0.4895,-0.4605,-0.427,-0.3985,-0.353,-0.3192,-0.2833,0.27455
