scenario,t_years,policy,z3M,z1Y,z2Y,z3Y,z5Y,z7Y,z10Y,wage_bill_real
"deficits dominate, slow digestion then AI adoption",17.1667,4.5,4.5496,4.6807,4.8119,4.9206,5.092,5.219,5.3538,0.38119
"deficits dominate, slow digestion then AI adoption",17.25,4.5,4.5461,4.6813,4.8155,4.9263,5.1008,5.23,5.3671,0.38092
"deficits dominate, slow digestion then AI adoption",17.3333,4.5,4.5558,4.6875,4.8219,4.9339,5.1108,5.2419,5.3811,0.38069
"deficits dominate, slow digestion then AI adoption",17.4167,4.5,4.5516,4.6881,4.8256,4.9397,5.1196,5.2529,5.3945,0.38045
"deficits dominate, slow digestion then AI adoption",17.5,4.5,4.5481,4.6888,4.8292,4.9454,5.1285,5.264,5.4079,0.38022
"deficits dominate, slow digestion then AI adoption",17.5833,4.5,4.5578,4.695,4.8357,4.9531,5.1385,5.276,5.422,0.38002
"deficits dominate, slow digestion then AI adoption",17.6667,4.5,4.5536,4.6956,4.8394,4.9589,5.1475,5.2872,5.4355,0.37982
"deficits dominate, slow digestion then AI adoption",17.75,4.5,4.5501,4.6962,4.8431,4.9647,5.1564,5.2983,5.4491,0.37963
"deficits dominate, slow digestion then AI adoption",17.8333,4.5,4.5598,4.7025,4.8496,4.9724,5.1665,5.3104,5.4633,0.37946
"deficits dominate, slow digestion then AI adoption",17.9167,4.5,4.5556,4.7031,4.8533,4.9783,5.1755,5.3216,5.4769,0.37929
"deficits dominate, slow digestion then AI adoption",18.0,4.5,4.5521,4.7038,4.857,4.9841,5.1845,5.3329,5.4905,0.37912
"deficits dominate, slow digestion then AI adoption",18.0833,4.5,4.5618,4.7101,4.8636,4.9919,5.1947,5.345,5.5048,0.37898
"deficits dominate, slow digestion then AI adoption",18.1667,4.5,4.5576,4.7107,4.8673,4.9978,5.2038,5.3564,5.5185,0.37884
"deficits dominate, slow digestion then AI adoption",18.25,4.5,4.5541,4.7114,4.8711,5.0037,5.2128,5.3677,5.5323,0.3787
"deficits dominate, slow digestion then AI adoption",18.3333,4.5,4.5638,4.7177,4.8777,5.0115,5.2231,5.38,5.5467,0.37858
"deficits dominate, slow digestion then AI adoption",18.4167,4.5,4.5596,4.7184,4.8815,5.0174,5.2322,5.3914,5.5605,0.37846
"deficits dominate, slow digestion then AI adoption",18.5,4.5,4.5561,4.719,4.8852,5.0234,5.2413,5.4028,5.5743,0.37834
"deficits dominate, slow digestion then AI adoption",18.5833,4.5,4.5659,4.7254,4.8919,5.0313,5.2517,5.4151,5.5888,0.37824
"deficits dominate, slow digestion then AI adoption",18.6667,4.5,4.5617,4.7261,4.8957,5.0373,5.2609,5.4266,5.6028,0.37813
"deficits dominate, slow digestion then AI adoption",18.75,4.5,4.5582,4.7268,4.8995,5.0432,5.2701,5.4381,5.6167,0.37803
"deficits dominate, slow digestion then AI adoption",18.8333,4.5,4.5679,4.7331,4.9062,5.0512,5.2805,5.4505,5.6313,0.37795
"deficits dominate, slow digestion then AI adoption",18.9167,4.5,4.5637,4.7338,4.91,5.0572,5.2897,5.4621,5.6453,0.37786
"deficits dominate, slow digestion then AI adoption",19.0,4.5,4.5603,4.7345,4.9139,5.0632,5.299,5.4737,5.6594,0.37777
"deficits dominate, slow digestion then AI adoption",19.0833,4.5,4.57,4.7409,4.9206,5.0712,5.3095,5.4862,5.6741,0.3777
"deficits dominate, slow digestion then AI adoption",19.1667,4.5,4.5658,4.7416,4.9245,5.0773,5.3188,5.4979,5.6882,0.37763
"deficits dominate, slow digestion then AI adoption",19.25,4.5,4.5623,4.7424,4.9283,5.0834,5.3282,5.5096,5.7023,0.37755
"deficits dominate, slow digestion then AI adoption",19.3333,4.5,4.5721,4.7487,4.9351,5.0914,5.3387,5.5221,5.7171,0.37749
"deficits dominate, slow digestion then AI adoption",19.4167,4.5,4.5679,4.7495,4.939,5.0975,5.3481,5.5339,5.7313,0.37743
"deficits dominate, slow digestion then AI adoption",19.5,4.5,4.5644,4.7502,4.9429,5.1036,5.3575,5.5457,5.7456,0.37737
"deficits dominate, slow digestion then AI adoption",19.5833,4.5,4.5742,4.7566,4.9497,5.1117,5.3681,5.5583,5.7605,0.37732
"deficits dominate, slow digestion then AI adoption",19.6667,4.5,4.57,4.7574,4.9536,5.1179,5.3776,5.5702,5.7748,0.37726
"deficits dominate, slow digestion then AI adoption",19.75,4.5,4.5665,4.7582,4.9576,5.124,5.387,5.582,5.7891,0.37721
"deficits dominate, slow digestion then AI adoption",19.8333,4.5,4.5763,4.7646,4.9644,5.1321,5.3977,5.5947,5.8041,0.37717
"deficits dominate, slow digestion then AI adoption",19.9167,4.5,4.5721,4.7653,4.9683,5.1384,5.4072,5.6066,5.8186,0.37712
"deficits dominate, slow digestion then AI adoption",20.0,4.5,4.5687,4.7661,4.9723,5.1446,5.4168,5.6186,5.833,0.37708
"deficits dominate, slow digestion then AI adoption",20.0833,4.5,4.5784,4.7726,4.9792,5.1527,5.4275,5.6314,5.8481,0.37704
"deficits dominate, slow digestion then AI adoption",20.1667,4.5,4.5742,4.7734,4.9832,5.159,5.4371,5.6434,5.8626,0.377
"deficits dominate, slow digestion then AI adoption",20.25,4.5,4.5708,4.7742,4.9872,5.1653,5.4467,5.6554,5.8771,0.37697
"deficits dominate, slow digestion then AI adoption",20.3333,4.5,4.5805,4.7806,4.9941,5.1735,5.4575,5.6683,5.8923,0.37693
"deficits dominate, slow digestion then AI adoption",20.4167,4.5,4.5764,4.7814,4.9981,5.1798,5.4672,5.6804,5.907,0.3769
"deficits dominate, slow digestion then AI adoption",20.5,4.5,4.5729,4.7823,5.0022,5.1861,5.4769,5.6925,5.9216,0.37687
"deficits dominate, slow digestion then AI adoption",20.5833,4.5,4.5827,4.7887,5.0091,5.1943,5.4877,5.7054,5.9369,0.37684
"deficits dominate, slow digestion then AI adoption",20.6667,4.5,4.5785,4.7896,5.0131,5.2007,5.4975,5.7176,5.9516,0.37682
"deficits dominate, slow digestion then AI adoption",20.75,4.5,4.5751,4.7904,5.0172,5.207,5.5072,5.7298,5.9663,0.37679
"deficits dominate, slow digestion then AI adoption",20.8333,4.5,4.5849,4.7969,5.0241,5.2153,5.5181,5.7428,5.9817,0.37677
"deficits dominate, slow digestion then AI adoption",20.9167,4.5,4.5807,4.7977,5.0283,5.2217,5.5279,5.7551,5.9965,0.37674
"deficits dominate, slow digestion then AI adoption",21.0,4.5,4.5773,4.7986,5.0324,5.2281,5.5377,5.7673,6.0113,0.37672
"deficits dominate, slow digestion then AI adoption",21.0833,4.5,4.587,4.8051,5.0393,5.2365,5.5487,5.7805,6.0268,0.3767
"deficits dominate, slow digestion then AI adoption",21.1667,4.5,4.5829,4.806,5.0435,5.2429,5.5586,5.7928,6.0417,0.37668
"deficits dominate, slow digestion then AI adoption",21.25,4.5,4.5795,4.8069,5.0476,5.2494,5.5685,5.8052,6.0567,0.37666
"deficits dominate, slow digestion then AI adoption",21.3333,4.5,4.5892,4.8134,5.0546,5.2578,5.5796,5.8184,6.0723,0.37665
"deficits dominate, slow digestion then AI adoption",21.4167,4.5,4.5851,4.8143,5.0588,5.2643,5.5895,5.8308,6.0873,0.37663
"deficits dominate, slow digestion then AI adoption",21.5,4.5,4.5817,4.8152,5.063,5.2707,5.5994,5.8432,6.1023,0.37661
"deficits dominate, slow digestion then AI adoption",21.5833,4.5,4.5914,4.8217,5.07,5.2792,5.6106,5.8565,6.118,0.3766
"deficits dominate, slow digestion then AI adoption",21.6667,4.5,4.5873,4.8226,5.0742,5.2857,5.6206,5.869,6.1331,0.37659
"deficits dominate, slow digestion then AI adoption",21.75,4.5,4.5839,4.8235,5.0785,5.2923,5.6306,5.8815,6.1482,0.37657
"deficits dominate, slow digestion then AI adoption",21.8333,4.5,4.5937,4.8301,5.0855,5.3007,5.6418,5.8949,6.164,0.37656
"deficits dominate, slow digestion then AI adoption",21.9167,4.5,4.5896,4.831,5.0898,5.3073,5.6518,5.9075,6.1792,0.37655
"deficits dominate, slow digestion then AI adoption",22.0,4.5,4.5861,4.8319,5.094,5.3139,5.6619,5.9201,6.1944,0.37654
"deficits dominate, slow digestion then AI adoption",22.0833,4.5,4.5959,4.8385,5.1011,5.3224,5.6732,5.9335,6.2103,0.37653
"deficits dominate, slow digestion then AI adoption",22.1667,4.5,4.5918,4.8394,5.1054,5.3291,5.6833,5.9462,6.2256,0.37652
"deficits dominate, slow digestion then AI adoption",22.25,4.5,4.5884,4.8404,5.1097,5.3357,5.6935,5.9589,6.2409,0.37651
"deficits dominate, slow digestion then AI adoption",22.3333,4.5,4.5982,4.847,5.1168,5.3443,5.7048,5.9724,6.2569,0.3765
"deficits dominate, slow digestion then AI adoption",22.4167,4.5,4.5941,4.848,5.1211,5.351,5.715,5.9852,6.2723,0.37649
"deficits dominate, slow digestion then AI adoption",22.5,4.5,4.5906,4.8489,5.1254,5.3576,5.7252,5.9979,6.2877,0.37648
"deficits dominate, slow digestion then AI adoption",22.5833,4.5,4.6004,4.8555,5.1326,5.3663,5.7366,6.0115,6.3038,0.37647
"deficits dominate, slow digestion then AI adoption",22.6667,4.5,4.5963,4.8565,5.1369,5.373,5.7469,6.0244,6.3193,0.37647
"deficits dominate, slow digestion then AI adoption",22.75,4.5,4.5929,4.8575,5.1413,5.3797,5.7572,6.0372,6.3349,0.37646
"deficits dominate, slow digestion then AI adoption",22.8333,4.5,4.6027,4.8641,5.1485,5.3884,5.7686,6.0509,6.351,0.37645
"deficits dominate, slow digestion then AI adoption",22.9167,4.5,4.5986,4.8651,5.1529,5.3952,5.779,6.0638,6.3667,0.37645
"deficits dominate, slow digestion then AI adoption",23.0,4.5,4.5952,4.8661,5.1573,5.4019,5.7893,6.0768,6.3823,0.37644
"deficits dominate, slow digestion then AI adoption",23.0833,4.5,4.605,4.8728,5.1645,5.4106,5.8009,6.0906,6.3986,0.37644
"deficits dominate, slow digestion then AI adoption",23.1667,4.5,4.6009,4.8738,5.1689,5.4175,5.8113,6.1036,6.4143,0.37643
"deficits dominate, slow digestion then AI adoption",23.25,4.5,4.5975,4.8748,5.1733,5.4243,5.8217,6.1166,6.43,0.37643
"deficits dominate, slow digestion then AI adoption",23.3333,4.5,4.6073,4.8815,5.1806,5.433,5.8333,6.1305,6.4464,0.37642
"deficits dominate, slow digestion then AI adoption",23.4167,4.5,4.6032,4.8825,5.185,5.4399,5.8438,6.1435,6.4622,0.37642
"deficits dominate, slow digestion then AI adoption",23.5,4.5,4.5999,4.8836,5.1895,5.4468,5.8543,6.1566,6.478,0.37641
"deficits dominate, slow digestion then AI adoption",23.5833,4.5,4.6097,4.8902,5.1968,5.4556,5.8659,6.1706,6.4945,0.37641
"deficits dominate, slow digestion then AI adoption",23.6667,4.5,4.6056,4.8913,5.2013,5.4625,5.8765,6.1838,6.5104,0.37641
"deficits dominate, slow digestion then AI adoption",23.75,4.5,4.6022,4.8924,5.2058,5.4694,5.887,6.1969,6.5264,0.3764
"deficits dominate, slow digestion then AI adoption",23.8333,4.5,4.612,4.8991,5.2131,5.4783,5.8988,6.211,6.543,0.3764
"deficits dominate, slow digestion then AI adoption",23.9167,4.5,4.6079,4.9001,5.2176,5.4853,5.9094,6.2243,6.559,0.3764
"deficits dominate, slow digestion then AI adoption",24.0,4.5,4.6045,4.9012,5.2221,5.4922,5.92,6.2375,6.575,0.37639
"deficits dominate, slow digestion then AI adoption",24.0833,4.5,4.6144,4.9079,5.2295,5.5011,5.9319,6.2517,6.5917,0.37639
"deficits dominate, slow digestion then AI adoption",24.1667,4.5,4.6103,4.909,5.2341,5.5081,5.9426,6.265,6.6078,0.37639
"deficits dominate, slow digestion then AI adoption",24.25,4.5,4.6069,4.9101,5.2386,5.5152,5.9532,6.2784,6.624,0.37638
"deficits dominate, slow digestion then AI adoption",24.3333,4.5,4.6167,4.9169,5.246,5.5241,5.9651,6.2926,6.6408,0.37638
"deficits dominate, slow digestion then AI adoption",24.4167,4.5,4.6127,4.918,5.2506,5.5312,5.9759,6.306,6.657,0.37638
"deficits dominate, slow digestion then AI adoption",24.5,4.5,4.6093,4.9191,5.2552,5.5382,5.9867,6.3195,6.6732,0.37638
"deficits dominate, slow digestion then AI adoption",24.5833,4.5,4.6191,4.9259,5.2627,5.5472,5.9986,6.3338,6.6901,0.37638
"deficits dominate, slow digestion then AI adoption",24.6667,4.5,4.6151,4.927,5.2673,5.5544,6.0095,6.3473,6.7065,0.37637
"deficits dominate, slow digestion then AI adoption",24.75,4.5,4.6117,4.9281,5.2719,5.5615,6.0203,6.3608,6.7228,0.37637
"deficits dominate, slow digestion then AI adoption",24.8333,4.5,4.6215,4.9349,5.2794,5.5705,6.0323,6.3752,6.7398,0.37637
"deficits dominate, slow digestion then AI adoption",24.9167,4.5,4.6175,4.9361,5.2841,5.5777,6.0432,6.3888,6.7563,0.37637
"deficits dominate, slow digestion then AI adoption",25.0,4.5,4.6141,4.9372,5.2887,5.5849,6.0541,6.4024,6.7727,0.37637
