"ref_area","source","indicator","sex","classif1","classif2","time","obs_value","obs_status","note_classif","note_indicator","note_source"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_E","INS_SECTOR_PRI","2024",183.051,,,,"R1:3513"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_F","INS_SECTOR_TOTAL","2024",1909.137,,,,"R1:3513"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_F","INS_SECTOR_PUB","2024",32.297,,,,"R1:3513"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_F","INS_SECTOR_PRI","2024",1876.84,,,,"R1:3513"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_G","INS_SECTOR_TOTAL","2024",3660.762,,,,"R1:3513"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_G","INS_SECTOR_PUB","2024",5.643,,,,"R1:3513"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_G","INS_SECTOR_PRI","2024",3655.119,,,,"R1:3513"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_H","INS_SECTOR_TOTAL","2024",1460.002,,,,"R1:3513"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_H","INS_SECTOR_PUB","2024",14.68,,,,"R1:3513"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_H","INS_SECTOR_PRI","2024",1445.322,,,,"R1:3513"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_I","INS_SECTOR_TOTAL","2024",1246.866,,,,"R1:3513"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_I","INS_SECTOR_PUB","2024",49.004,,,,"R1:3513"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_I","INS_SECTOR_PRI","2024",1197.862,,,,"R1:3513"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_J","INS_SECTOR_TOTAL","2024",1034.686,,,,"R1:3513"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_J","INS_SECTOR_PUB","2024",5.152,,,,"R1:3513"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_J","INS_SECTOR_PRI","2024",1029.533,,,,"R1:3513"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_K","INS_SECTOR_TOTAL","2024",973.818,,,,"R1:3513"
"FRA","BA:148","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_ISIC4_K","INS_SECTOR_PUB","2024",51.898,,,,"R1:3513"
