"ref_area","source","indicator","sex","classif1","classif2","time","obs_value","obs_status","note_classif","note_indicator","note_source"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_T","ECO_AGGREGATE_PUB","INS_SECTOR_PRI","2025",36183.525,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_TOTAL","INS_SECTOR_TOTAL","2025",86562.25,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_TOTAL","INS_SECTOR_PUB","2025",9416.02,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_TOTAL","INS_SECTOR_PRI","2025",77146.229,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_AGR","INS_SECTOR_TOTAL","2025",1757.106,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_AGR","INS_SECTOR_PUB","2025",36.978,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_AGR","INS_SECTOR_PRI","2025",1720.129,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_MAN","INS_SECTOR_TOTAL","2025",11211.446,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_MAN","INS_SECTOR_PUB","2025",96.02,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_MAN","INS_SECTOR_PRI","2025",11115.426,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_CON","INS_SECTOR_TOTAL","2025",11149.299,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_CON","INS_SECTOR_PUB","2025",306.264,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_CON","INS_SECTOR_PRI","2025",10843.035,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_MEL","INS_SECTOR_TOTAL","2025",2142.876,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_MEL","INS_SECTOR_PUB","2025",299.315,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_MEL","INS_SECTOR_PRI","2025",1843.561,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_MKT","INS_SECTOR_TOTAL","2025",43850.444,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_MKT","INS_SECTOR_PUB","2025",2420.559,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_MKT","INS_SECTOR_PRI","2025",41429.885,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_PUB","INS_SECTOR_TOTAL","2025",16451.078,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_PUB","INS_SECTOR_PUB","2025",6256.884,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_M","ECO_AGGREGATE_PUB","INS_SECTOR_PRI","2025",10194.194,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_F","ECO_AGGREGATE_TOTAL","INS_SECTOR_TOTAL","2025",76930.611,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_F","ECO_AGGREGATE_TOTAL","INS_SECTOR_PUB","2025",12524.594,"B",,"I11:264","R1:3513_R1:2803_T2:85"
