release,year,country,h,comp,vintage
wiod13,1995,SWE,0.0002850745960101737,0.0061247988036654466,
wiod13,1995,TUR,0.000561108650702441,0.0011289551782634308,
wiod13,1995,TWN,0.0013308768638703532,0.009567625320513614,
wiod13,1995,USA,0.006395108763288461,0.11695190586389197,
wiod13,1996,AUS,0.0002281502039043993,0.0033767923657425846,
wiod13,1996,AUT,0.0001987263095260043,0.0046725248554293514,
wiod13,1996,BEL,0.00015652735058220668,0.004499992080925238,
wiod13,1996,BGR,0.00015733951579401746,0.0002158869559715259,
wiod13,1996,BRA,0.002748669436747415,0.009582355754648272,
wiod13,1996,CAN,0.0004744176958484798,0.0067595652764234175,
wiod13,1996,CHN,0.03592358820884816,0.018149108890644063,
wiod13,1996,CYP,2.312027293654735e-06,1.3740065363826789e-05,
wiod13,1996,CZE,0.0004299736205755749,0.0011629469019646438,
wiod13,1996,DEU,0.0023518954790732256,0.06965672472556812,
wiod13,1996,DNK,0.0001304599055652929,0.0033464870539590854,
wiod13,1996,ESP,0.00040219458741955883,0.006243770681911239,
wiod13,1996,EST,2.1863233081009965e-05,4.63196279421882e-05,
wiod13,1996,FIN,0.0001606041268713508,0.003318390447920727,
wiod13,1996,FRA,0.0009392023533427469,0.023446119933387934,
wiod13,1996,GBR,0.001339133086720918,0.022440343500196875,
wiod13,1996,GRC,6.578250078586424e-05,0.00044035854762085027,
wiod13,1996,HUN,0.00021273423062581514,0.0006206672157908205,
wiod13,1996,IDN,0.0013641155380408195,0.0020039554007151893,
wiod13,1996,IND,0.009438228804232859,0.002961393491067153,
wiod13,1996,IRL,0.00010291276993633747,0.0013981882890589281,
wiod13,1996,ITA,0.0016201545180831974,0.02404100484468955,
wiod13,1996,JPN,0.005757165612497091,0.12430314530856817,
wiod13,1996,KOR,0.0023390959772009957,0.014588431457179234,
wiod13,1996,LTU,4.219872990996165e-05,4.8782797915903856e-05,
wiod13,1996,LUX,1.0028224053103815e-05,0.0002994577369516093,
wiod13,1996,LVA,1.9869397712221252e-05,3.638736510440194e-05,
wiod13,1996,MEX,0.0014836158537200373,0.002293174029780038,
wiod13,1996,MLT,9.690130017181365e-06,4.06639071112076e-05,
wiod13,1996,NLD,0.0003084120401755213,0.0068732858487334314,
wiod13,1996,POL,0.0005231085724312225,0.0016275912007951896,
wiod13,1996,PRT,0.00014557004025874925,0.0011691668516139752,
wiod13,1996,ROU,0.0007017457544310914,0.000757906298026763,
wiod13,1996,RUS,0.0033327248877549607,0.0040604489468873154,
wiod13,1996,SVK,0.00014543230635425379,0.0002523476588343131,
wiod13,1996,SVN,7.108001199884336e-05,0.0005136378286720826,
wiod13,1996,SWE,0.00030345767184015624,0.007398820336261861,
wiod13,1996,TUR,0.0005425143386463432,0.001207074315624719,
wiod13,1996,TWN,0.0013228069124766166,0.009993506346704378,
wiod13,1996,USA,0.006530227683282974,0.12331541542353283,
wiod13,1997,AUS,0.000228132239616417,0.003237358562417709,
wiod13,1997,AUT,0.0002001386051816413,0.004115660471378861,
wiod13,1997,BEL,0.00015646022836491685,0.004017746376293292,
wiod13,1997,BGR,0.00014835398303003963,0.00015839696925307786,
wiod13,1997,BRA,0.00271656531914215,0.009387045857019815,
wiod13,1997,CAN,0.0004751328041800561,0.006938216647311154,
wiod13,1997,CHN,0.040402447675932,0.02268920388843622,
wiod13,1997,CYP,2.520523331479661e-06,1.3892209985853348e-05,
wiod13,1997,CZE,0.00045764673137065753,0.001164445628253635,
wiod13,1997,DEU,0.002331065415685776,0.06039995112344567,
wiod13,1997,DNK,0.0001260766017792784,0.0029322534492142974,
wiod13,1997,ESP,0.0004317101727475518,0.00596058450855294,
wiod13,1997,EST,2.2294173787304016e-05,5.366908137815385e-05,
wiod13,1997,FIN,0.00016831967502876975,0.003112851566967892,
wiod13,1997,FRA,0.0009476955312644405,0.021337867056249817,
wiod13,1997,GBR,0.0013585945942787437,0.02474092157171229,
wiod13,1997,GRC,6.455300223850993e-05,0.0004223308781631933,
wiod13,1997,HUN,0.0002488071880231826,0.0007243314337505901,
wiod13,1997,IDN,0.0014651676722740679,0.002199699294254689,
wiod13,1997,IND,0.009053325151329202,0.002979074626577578,
wiod13,1997,IRL,0.00012528456469090607,0.0016571825393091003,
wiod13,1997,ITA,0.0016201626478988878,0.022882340362260615,
wiod13,1997,JPN,0.005916810886784419,0.11589849400646174,
wiod13,1997,KOR,0.0022717415550789996,0.012540881261979662,
wiod13,1997,LTU,3.9792687302012085e-05,5.716366528439201e-05,
