year,cell,educg,n,wmed,wsum,n_all,n_ft
2012,2|45-54,<HS,724,400.0,7142307.9596,137668,112786
2012,2|45-54,BA+,5464,1115.0,47381398.7527,137668,112786
2012,2|45-54,HS,4085,600.0,36827387.7132,137668,112786
2012,2|45-54,SC,4537,700.0,40215674.7085,137668,112786
2012,2|55-64,<HS,438,450.0,4109301.4877999993,137668,112786
2012,2|55-64,BA+,3793,1153.0,32129389.2779,137668,112786
2012,2|55-64,HS,2949,600.0,25566832.704099998,137668,112786
2012,2|55-64,SC,3110,749.6,26372680.927500002,137668,112786
2013,ALL,<HS,6941,480.0,73606610.02669999,137056,112804
2013,ALL,BA+,45071,1192.3,409278630.5911,137056,112804
2013,ALL,HS,29419,653.84,272725095.0291,137056,112804
2013,ALL,SC,31373,760.0,288173312.23730004,137056,112804
2013,1|25-34,<HS,1366,465.0,15897037.427299999,137056,112804
2013,1|25-34,BA+,6042,1057.0,57870032.9156,137056,112804
2013,1|25-34,HS,4338,600.0,43648148.865600005,137056,112804
2013,1|25-34,SC,4395,692.3,43539272.4972,137056,112804
2013,1|35-44,<HS,1352,510.34,14818928.7337,137056,112804
2013,1|35-44,BA+,6404,1500.0,59994397.0899,137056,112804
2013,1|35-44,HS,4334,760.0,41317275.523,137056,112804
2013,1|35-44,SC,4313,900.0,40353217.1358,137056,112804
2013,1|45-54,<HS,1265,520.0,13236668.3129,137056,112804
2013,1|45-54,BA+,6078,1600.0,55365822.6975,137056,112804
2013,1|45-54,HS,5195,800.0,46846757.194199994,137056,112804
2013,1|45-54,SC,4372,961.0,39791518.713,137056,112804
2013,1|55-64,<HS,714,540.0,7270275.207799999,137056,112804
2013,1|55-64,BA+,4280,1505.0,37521013.1435,137056,112804
2013,1|55-64,HS,3517,800.0,30636272.6628,137056,112804
2013,1|55-64,SC,3190,961.53,27237777.7636,137056,112804
2013,2|25-34,<HS,500,380.0,5224735.4838,137056,112804
2013,2|25-34,BA+,6716,900.0,62034346.52419999,137056,112804
2013,2|25-34,HS,2342,500.0,22850515.6387,137056,112804
2013,2|25-34,SC,3639,560.0,35435380.777600005,137056,112804
2013,2|35-44,<HS,606,400.0,6132263.6357,137056,112804
2013,2|35-44,BA+,6082,1115.38,54480692.9785,137056,112804
2013,2|35-44,HS,2707,576.0,25349618.7631,137056,112804
2013,2|35-44,SC,3815,673.07,34979406.5758,137056,112804
2013,2|45-54,<HS,681,400.0,6731219.2996000005,137056,112804
2013,2|45-54,BA+,5556,1153.84,48633655.136099994,137056,112804
2013,2|45-54,HS,3989,600.0,35695410.9907,137056,112804
2013,2|45-54,SC,4447,711.53,39858136.7544,137056,112804
2013,2|55-64,<HS,457,432.0,4295481.925899999,137056,112804
2013,2|55-64,BA+,3913,1153.84,33378670.105799995,137056,112804
2013,2|55-64,HS,2997,600.0,26381095.391000003,137056,112804
2013,2|55-64,SC,3202,761.9,26978602.0199,137056,112804
2014,ALL,<HS,6952,480.76,73960988.2191,137611,113963
2014,ALL,BA+,45556,1200.0,422048018.62839997,137611,113963
2014,ALL,HS,29902,673.07,279326438.5435,137611,113963
2014,ALL,SC,31553,769.23,291360765.27320004,137611,113963
2014,1|25-34,<HS,1270,480.0,14701106.174800001,137611,113963
2014,1|25-34,BA+,6262,1061.53,60649390.4862,137611,113963
2014,1|25-34,HS,4682,630.0,47187886.890300006,137611,113963
2014,1|25-34,SC,4445,720.0,43991043.0724,137611,113963
2014,1|35-44,<HS,1377,522.5,15502258.1526,137611,113963
2014,1|35-44,BA+,6241,1460.0,60098045.62099999,137611,113963
2014,1|35-44,HS,4433,769.23,42669083.9848,137611,113963
2014,1|35-44,SC,4261,920.0,41083358.675100006,137611,113963
2014,1|45-54,<HS,1261,576.92,13454925.9144,137611,113963
2014,1|45-54,BA+,6094,1613.46,56474877.2361,137611,113963
2014,1|45-54,HS,5075,800.0,46585533.220699996,137611,113963
2014,1|45-54,SC,4365,961.53,40090580.711500004,137611,113963
2014,1|55-64,<HS,789,550.0,7985358.1994,137611,113963
2014,1|55-64,BA+,4395,1538.46,39430996.1966,137611,113963
2014,1|55-64,HS,3696,846.15,32749170.9478,137611,113963
2014,1|55-64,SC,3243,1000.0,28297944.8117,137611,113963
2014,2|25-34,<HS,484,386.0,4914764.7918,137611,113963
2014,2|25-34,BA+,6830,915.0,64392407.5961,137611,113963
2014,2|25-34,HS,2287,494.0,22198123.505999997,137611,113963
2014,2|25-34,SC,3735,560.0,36359786.9567,137611,113963
2014,2|35-44,<HS,632,400.0,6224425.4479,137611,113963
2014,2|35-44,BA+,6117,1125.0,55961351.160500005,137611,113963
2014,2|35-44,HS,2802,570.0,25907605.6887,137611,113963
2014,2|35-44,SC,3810,680.0,34708282.2655,137611,113963
2014,2|45-54,<HS,687,431.81,6957532.1329,137611,113963
2014,2|45-54,BA+,5681,1153.84,51197669.367699996,137611,113963
2014,2|45-54,HS,3906,600.0,35753692.2932,137611,113963
2014,2|45-54,SC,4404,726.0,39068021.540300004,137611,113963
2014,2|55-64,<HS,452,460.0,4220617.4053,137611,113963
2014,2|55-64,BA+,3936,1153.84,33843280.9642,137611,113963
2014,2|55-64,HS,3021,618.0,26275342.012000002,137611,113963
2014,2|55-64,SC,3290,750.0,27761747.24,137611,113963
2015,ALL,<HS,7280,500.0,78209272.80340001,135665,113265
2015,ALL,BA+,45765,1230.76,441109541.6107,135665,113265
2015,ALL,HS,28991,680.0,275602192.8334,135665,113265
2015,ALL,SC,31229,769.0,295668492.6623,135665,113265
2015,1|25-34,<HS,1281,480.76,14599039.133200001,135665,113265
2015,1|25-34,BA+,6245,1126.92,64477906.6323,135665,113265
2015,1|25-34,HS,4564,640.0,46983423.5316,135665,113265
2015,1|25-34,SC,4451,700.0,46037021.4702,135665,113265
2015,1|35-44,<HS,1433,520.0,16119528.0007,135665,113265
2015,1|35-44,BA+,6290,1500.0,62238730.4947,135665,113265
2015,1|35-44,HS,4333,780.0,42090676.050400004,135665,113265
2015,1|35-44,SC,4267,920.0,40887612.7564,135665,113265
2015,1|45-54,<HS,1316,560.0,14372618.355700001,135665,113265
2015,1|45-54,BA+,6072,1615.38,59379896.50130001,135665,113265
2015,1|45-54,HS,4915,840.0,46890262.37630001,135665,113265
2015,1|45-54,SC,4182,1000.0,39017940.9772,135665,113265
2015,1|55-64,<HS,882,600.0,9214095.3649,135665,113265
2015,1|55-64,BA+,4415,1575.0,41322569.732599996,135665,113265
2015,1|55-64,HS,3555,830.76,32090839.2293,135665,113265
2015,1|55-64,SC,3229,1000.0,29119468.272200003,135665,113265
2015,2|25-34,<HS,478,400.0,4776282.465500001,135665,113265
2015,2|25-34,BA+,6847,936.0,66580077.1985,135665,113265
2015,2|25-34,HS,2371,500.0,23103799.3706,135665,113265
2015,2|25-34,SC,3781,572.0,37858646.581,135665,113265
2015,2|35-44,<HS,686,400.0,6998858.3308,135665,113265
2015,2|35-44,BA+,6182,1153.0,58394941.275,135665,113265
2015,2|35-44,HS,2615,595.0,24427920.2418,135665,113265
2015,2|35-44,SC,3735,680.0,34836730.4222,135665,113265
2015,2|45-54,<HS,739,420.0,7517943.4826,135665,113265
2015,2|45-54,BA+,5758,1172.0,53241167.3872,135665,113265
2015,2|45-54,HS,3662,634.61,33582572.1887,135665,113265
2015,2|45-54,SC,4289,720.0,39053923.365899995,135665,113265
2015,2|55-64,<HS,465,440.0,4610907.67,135665,113265
2015,2|55-64,BA+,3956,1153.84,35474252.3891,135665,113265
2015,2|55-64,HS,2976,619.6,26432699.8447,135665,113265
2015,2|55-64,SC,3295,730.76,28857148.8172,135665,113265
2016,ALL,<HS,7086,500.0,76653355.5467,135751,113478
2016,ALL,BA+,46400,1250.0,455092001.1052,135751,113478
2016,ALL,HS,28935,692.3,279007200.3925,135751,113478
2016,ALL,SC,31057,788.46,300814841.7414,135751,113478
2016,1|25-34,<HS,1191,500.0,14068079.9847,135751,113478
2016,1|25-34,BA+,6395,1153.0,67028903.9814,135751,113478
2016,1|25-34,HS,4594,640.0,48751482.044300005,135751,113478
2016,1|25-34,SC,4419,730.76,47139111.5185,135751,113478
2016,1|35-44,<HS,1395,568.0,15311260.259300001,135751,113478
2016,1|35-44,BA+,6501,1538.46,64990367.4576,135751,113478
2016,1|35-44,HS,4364,800.0,43024164.182299994,135751,113478
2016,1|35-44,SC,4235,950.0,41107773.7561,135751,113478
2016,1|45-54,<HS,1362,576.92,14612314.0772,135751,113478
2016,1|45-54,BA+,6022,1673.07,60155746.0509,135751,113478
2016,1|45-54,HS,4814,865.0,46293823.631500006,135751,113478
2016,1|45-54,SC,4127,1000.0,39784167.388500005,135751,113478
2016,1|55-64,<HS,885,636.0,9213242.3743,135751,113478
2016,1|55-64,BA+,4383,1730.0,41618663.7044,135751,113478
2016,1|55-64,HS,3710,868.0,33428384.051699996,135751,113478
2016,1|55-64,SC,3265,1000.5,29813776.5057,135751,113478
2016,2|25-34,<HS,462,400.0,4934995.4964,135751,113478
2016,2|25-34,BA+,7007,961.0,69779843.3139,135751,113478
2016,2|25-34,HS,2450,510.0,24340676.7201,135751,113478
2016,2|25-34,SC,3813,596.8,39110321.6897,135751,113478
2016,2|35-44,<HS,650,420.0,6696909.5778,135751,113478
2016,2|35-44,BA+,6344,1153.84,60245069.2935,135751,113478
2016,2|35-44,HS,2608,600.0,24644307.525,135751,113478
2016,2|35-44,SC,3647,700.0,34257405.9142,135751,113478
2016,2|45-54,<HS,688,440.0,7111380.814300001,135751,113478
2016,2|45-54,BA+,5825,1192.3,54952531.7959,135751,113478
2016,2|45-54,HS,3406,640.0,31574385.063100003,135751,113478
2016,2|45-54,SC,4209,751.6,39527540.6602,135751,113478
2016,2|55-64,<HS,453,461.53,4705172.9627,135751,113478
2016,2|55-64,BA+,3923,1211.53,36320875.5076,135751,113478
2016,2|55-64,HS,2989,648.4,26949977.174500003,135751,113478
2016,2|55-64,SC,3342,769.23,30074744.3085,135751,113478
2017,ALL,<HS,6681,520.0,74958502.7814,133848,112620
2017,ALL,BA+,46782,1288.46,470869227.85600007,133848,112620
2017,ALL,HS,28628,720.0,284718392.47810006,133848,112620
2017,ALL,SC,30529,800.0,302636536.9296,133848,112620
2017,1|25-34,<HS,1043,520.0,13032294.3413,133848,112620
2017,1|25-34,BA+,6272,1153.84,69481983.5386,133848,112620
2017,1|25-34,HS,4479,680.0,49139496.649399996,133848,112620
2017,1|25-34,SC,4401,750.0,48791654.023,133848,112620
2017,1|35-44,<HS,1336,600.0,15573871.3851,133848,112620
2017,1|35-44,BA+,6572,1615.38,66446238.2064,133848,112620
2017,1|35-44,HS,4254,800.0,42945124.518,133848,112620
2017,1|35-44,SC,4152,961.53,41334632.678399995,133848,112620
2017,1|45-54,<HS,1221,600.0,13587851.6613,133848,112620
2017,1|45-54,BA+,5973,1730.0,60830370.0588,133848,112620
2017,1|45-54,HS,4696,880.0,46850094.0482,133848,112620
2017,1|45-54,SC,4013,1015.0,39378731.675699994,133848,112620
2017,1|55-64,<HS,866,620.0,9032372.3154,133848,112620
2017,1|55-64,BA+,4404,1730.76,42676751.89920001,133848,112620
2017,1|55-64,HS,3905,896.0,36777948.479,133848,112620
2017,1|55-64,SC,3226,1038.0,30247640.816400003,133848,112620
2017,2|25-34,<HS,457,426.0,4795164.9575,133848,112620
2017,2|25-34,BA+,7066,961.53,72377024.06099999,133848,112620
2017,2|25-34,HS,2415,550.0,25385583.8177,133848,112620
2017,2|25-34,SC,3846,600.0,40501431.0969,133848,112620
2017,2|35-44,<HS,624,450.0,6551907.2011,133848,112620
2017,2|35-44,BA+,6515,1200.0,63207075.449599996,133848,112620
2017,2|35-44,HS,2508,600.0,24277733.0137,133848,112620
2017,2|35-44,SC,3573,720.0,34340322.1186,133848,112620
2017,2|45-54,<HS,635,450.0,7000613.0353,133848,112620
2017,2|45-54,BA+,5908,1200.0,57502737.1259,133848,112620
2017,2|45-54,HS,3343,640.0,31679882.9827,133848,112620
2017,2|45-54,SC,4025,769.0,38165631.4698,133848,112620
2017,2|55-64,<HS,499,480.0,5384427.884400001,133848,112620
2017,2|55-64,BA+,4072,1250.0,38347047.5165,133848,112620
2017,2|55-64,HS,3028,673.07,27662528.9694,133848,112620
2017,2|55-64,SC,3293,800.0,29876493.0508,133848,112620
2018,ALL,<HS,6381,560.0,74751203.18540001,130541,110426
2018,ALL,BA+,46773,1312.0,492569457.6589,130541,110426
2018,ALL,HS,27724,735.0,287986688.5914,130541,110426
2018,ALL,SC,29548,826.0,303377602.8377,130541,110426
2018,1|25-34,<HS,959,564.8,12199287.136999998,130541,110426
2018,1|25-34,BA+,6312,1192.3,73534818.9182,130541,110426
2018,1|25-34,HS,4408,700.0,51338740.1466,130541,110426
2018,1|25-34,SC,4282,769.23,49155594.2141,130541,110426
2018,1|35-44,<HS,1276,600.0,15710133.003800001,130541,110426
2018,1|35-44,BA+,6602,1615.38,69472543.5503,130541,110426
2018,1|35-44,HS,4158,840.0,44177125.84480001,130541,110426
2018,1|35-44,SC,4116,1000.0,42199753.0897,130541,110426
2018,1|45-54,<HS,1128,600.0,13373969.9937,130541,110426
2018,1|45-54,BA+,5885,1731.0,61502930.815299995,130541,110426
2018,1|45-54,HS,4408,880.0,44959394.964600004,130541,110426
2018,1|45-54,SC,3948,1057.69,40399746.0812,130541,110426
2018,1|55-64,<HS,872,673.0,9782303.346499998,130541,110426
2018,1|55-64,BA+,4384,1730.76,45053735.1516,130541,110426
2018,1|55-64,HS,3801,960.0,36866387.0057,130541,110426
2018,1|55-64,SC,3108,1076.0,30168694.2901,130541,110426
2018,2|25-34,<HS,417,450.0,4771370.6881,130541,110426
2018,2|25-34,BA+,7083,994.5,76708576.01539999,130541,110426
2018,2|25-34,HS,2425,560.0,26606131.097599998,130541,110426
2018,2|25-34,SC,3578,612.98,39306239.2347,130541,110426
2018,2|35-44,<HS,615,460.0,6712657.7022,130541,110426
2018,2|35-44,BA+,6690,1230.76,67508184.3582,130541,110426
2018,2|35-44,HS,2470,626.5,24708149.883899998,130541,110426
2018,2|35-44,SC,3562,720.0,34704848.869100004,130541,110426
2018,2|45-54,<HS,636,470.0,7082659.698,130541,110426
2018,2|45-54,BA+,5785,1250.0,58985393.0248,130541,110426
2018,2|45-54,HS,3061,650.0,30774521.3001,130541,110426
2018,2|45-54,SC,3830,784.61,37812146.0452,130541,110426
2018,2|55-64,<HS,478,496.0,5118821.6161,130541,110426
2018,2|55-64,BA+,4032,1245.0,39803275.825100005,130541,110426
2018,2|55-64,HS,2993,680.0,28556238.3481,130541,110426
2018,2|55-64,SC,3124,800.0,29630581.0136,130541,110426
2019,ALL,<HS,6087,600.0,74439946.34210001,125995,106638
2019,ALL,BA+,45782,1349.5,506594808.9339,125995,106638
2019,ALL,HS,26826,750.0,291485111.54760003,125995,106638
2019,ALL,SC,27943,865.0,299422118.3099,125995,106638
2019,1|25-34,<HS,887,600.0,12028285.2817,125995,106638
2019,1|25-34,BA+,6132,1250.0,75841014.9603,125995,106638
2019,1|25-34,HS,4373,720.0,53110461.8146,125995,106638
2019,1|25-34,SC,4017,800.0,48091623.42039999,125995,106638
2019,1|35-44,<HS,1198,650.0,15257329.011799999,125995,106638
2019,1|35-44,BA+,6404,1692.3,71104146.0731,125995,106638
2019,1|35-44,HS,4026,884.61,44800947.77860001,125995,106638
2019,1|35-44,SC,3867,1057.0,41804312.9816,125995,106638
2019,1|45-54,<HS,1064,669.6,13339475.2046,125995,106638
2019,1|45-54,BA+,5547,1846.0,61348708.5201,125995,106638
2019,1|45-54,HS,4064,920.0,43607742.8087,125995,106638
2019,1|45-54,SC,3696,1076.92,39441637.3383,125995,106638
2019,1|55-64,<HS,905,700.0,10279571.73,125995,106638
2019,1|55-64,BA+,4319,1846.15,46097241.2366,125995,106638
2019,1|55-64,HS,3784,936.0,38216767.028699994,125995,106638
2019,1|55-64,SC,3043,1153.0,30358789.421800002,125995,106638
2019,2|25-34,<HS,366,500.0,4306570.7478,125995,106638
2019,2|25-34,BA+,7000,1040.0,80185091.5088,125995,106638
2019,2|25-34,HS,2396,580.0,27848680.558,125995,106638
2019,2|25-34,SC,3416,650.0,39328689.5181,125995,106638
2019,2|35-44,<HS,572,480.0,6693273.7637,125995,106638
2019,2|35-44,BA+,6624,1250.0,69561273.5384,125995,106638
2019,2|35-44,HS,2361,636.8,24744416.6776,125995,106638
2019,2|35-44,SC,3292,769.0,33890707.5749,125995,106638
2019,2|45-54,<HS,618,481.25,7209009.9936999995,125995,106638
2019,2|45-54,BA+,5689,1326.92,61228923.9378,125995,106638
2019,2|45-54,HS,2925,673.0,30321818.6581,125995,106638
2019,2|45-54,SC,3501,800.0,36113222.1913,125995,106638
2019,2|55-64,<HS,477,520.0,5326430.6088,125995,106638
2019,2|55-64,BA+,4067,1307.69,41228409.1588,125995,106638
2019,2|55-64,HS,2897,692.3,28834276.2233,125995,106638
2019,2|55-64,SC,3111,800.0,30393135.8635,125995,106638
2020,ALL,<HS,4512,625.0,60432525.85780001,109392,93445
2020,ALL,BA+,42436,1423.07,507056206.72010005,109392,93445
2020,ALL,HS,22442,798.0,263139369.83200002,109392,93445
2020,ALL,SC,24055,903.0,280070726.88809997,109392,93445
2020,1|25-34,<HS,578,624.0,8887344.8431,109392,93445
2020,1|25-34,BA+,5497,1346.0,73218392.0508,109392,93445
2020,1|25-34,HS,3587,760.0,47785452.2659,109392,93445
2020,1|25-34,SC,3431,860.0,46300825.3154,109392,93445
2020,1|35-44,<HS,865,680.0,12220895.1326,109392,93445
2020,1|35-44,BA+,6015,1750.0,73052052.2487,109392,93445
2020,1|35-44,HS,3492,923.07,41376964.916700006,109392,93445
2020,1|35-44,SC,3331,1080.0,38902323.3008,109392,93445
2020,1|45-54,<HS,830,720.0,11219979.2595,109392,93445
2020,1|45-54,BA+,5230,1884.61,61722967.854200006,109392,93445
2020,1|45-54,HS,3430,960.0,39697993.5678,109392,93445
2020,1|45-54,SC,3194,1160.0,36243377.034899995,109392,93445
2020,1|55-64,<HS,711,700.0,8817286.743299998,109392,93445
2020,1|55-64,BA+,4025,1923.0,45785623.1319,109392,93445
2020,1|55-64,HS,3280,999.2,34955612.3141,109392,93445
2020,1|55-64,SC,2756,1153.0,29645521.564999998,109392,93445
2020,2|25-34,<HS,257,540.0,3638232.6443,109392,93445
2020,2|25-34,BA+,6351,1080.0,80089059.7722,109392,93445
2020,2|25-34,HS,1933,600.0,25124685.4822,109392,93445
2020,2|25-34,SC,2755,680.0,35188133.2732,109392,93445
2020,2|35-44,<HS,418,530.0,5374729.222200001,109392,93445
2020,2|35-44,BA+,6214,1320.0,71251303.95799999,109392,93445
2020,2|35-44,HS,1942,673.07,22197656.207599998,109392,93445
2020,2|35-44,SC,2853,789.6,32022385.7315,109392,93445
2020,2|45-54,<HS,453,550.0,5541212.802,109392,93445
2020,2|45-54,BA+,5263,1355.5,61124023.503800005,109392,93445
2020,2|45-54,HS,2310,694.0,25921718.320699997,109392,93445
2020,2|45-54,SC,2964,830.76,32734187.085899998,109392,93445
2020,2|55-64,<HS,400,530.76,4732845.2108000005,109392,93445
2020,2|55-64,BA+,3841,1346.15,40812784.2005,109392,93445
2020,2|55-64,HS,2468,730.76,26079286.757,109392,93445
2020,2|55-64,SC,2771,869.23,29033973.5814,109392,93445
2021,ALL,<HS,4727,640.0,63962399.2054,109016,93212
2021,ALL,BA+,42440,1442.3,523604546.6257,109016,93212
2021,ALL,HS,22434,800.0,269388062.8746,109016,93212
2021,ALL,SC,23611,937.2,282230791.841,109016,93212
2021,1|25-34,<HS,665,650.0,9877290.673500001,109016,93212
2021,1|25-34,BA+,5552,1332.0,76551341.3337,109016,93212
2021,1|25-34,HS,3822,800.0,50065937.1269,109016,93212
2021,1|25-34,SC,3410,880.0,45803022.26280001,109016,93212
2021,1|35-44,<HS,965,673.07,13535679.965,109016,93212
2021,1|35-44,BA+,6025,1782.66,74051592.6327,109016,93212
2021,1|35-44,HS,3535,920.0,42870290.2526,109016,93212
2021,1|35-44,SC,3385,1120.0,39865415.288399994,109016,93212
2021,1|45-54,<HS,869,700.0,11646055.1673,109016,93212
2021,1|45-54,BA+,5281,1923.0,64466149.0943,109016,93212
2021,1|45-54,HS,3374,961.53,40243903.7614,109016,93212
2021,1|45-54,SC,3000,1192.0,35110822.5784,109016,93212
2021,1|55-64,<HS,702,730.76,9035017.4971,109016,93212
2021,1|55-64,BA+,3872,1923.07,45985326.4201,109016,93212
2021,1|55-64,HS,3153,1000.0,35530633.0338,109016,93212
2021,1|55-64,SC,2608,1200.0,29676364.1048,109016,93212
2021,2|25-34,<HS,255,560.0,3601492.6119,109016,93212
2021,2|25-34,BA+,6399,1136.36,82395476.9592,109016,93212
2021,2|25-34,HS,2000,640.0,25862453.707999997,109016,93212
2021,2|25-34,SC,2868,720.0,36937083.971599996,109016,93212
2021,2|35-44,<HS,453,570.0,5743890.771600001,109016,93212
2021,2|35-44,BA+,6210,1346.15,72652522.05849999,109016,93212
2021,2|35-44,HS,2021,700.0,23598219.761699997,109016,93212
2021,2|35-44,SC,2866,824.0,33138811.154299997,109016,93212
2021,2|45-54,<HS,450,560.0,5857460.386,109016,93212
2021,2|45-54,BA+,5345,1384.61,64579609.1004,109016,93212
2021,2|45-54,HS,2183,730.0,25443050.5448,109016,93212
2021,2|45-54,SC,2858,864.0,33365838.5263,109016,93212
2021,2|55-64,<HS,368,572.3,4665512.133,109016,93212
2021,2|55-64,BA+,3756,1440.0,42922529.02680001,109016,93212
2021,2|55-64,HS,2346,750.0,25773574.6854,109016,93212
2021,2|55-64,SC,2616,880.0,28333433.9544,109016,93212
2022,ALL,<HS,4607,686.0,66495128.639699996,105249,90497
2022,ALL,BA+,41458,1538.46,546450991.173,105249,90497
2022,ALL,HS,22123,864.0,289085351.5395,105249,90497
2022,ALL,SC,22309,972.0,287462236.763,105249,90497
2022,1|25-34,<HS,650,720.0,9382631.0467,105249,90497
2022,1|25-34,BA+,5477,1442.3,77477528.13,105249,90497
2022,1|25-34,HS,3827,840.0,53526576.046399996,105249,90497
2022,1|25-34,SC,3215,935.0,45138729.729200006,105249,90497
2022,1|35-44,<HS,863,750.0,13086701.2179,105249,90497
2022,1|35-44,BA+,5962,1884.0,80155907.7693,105249,90497
2022,1|35-44,HS,3470,984.0,45771704.4849,105249,90497
2022,1|35-44,SC,3161,1153.84,40987370.4885,105249,90497
2022,1|45-54,<HS,883,769.23,13259470.2242,105249,90497
2022,1|45-54,BA+,5042,1980.0,66411851.0519,105249,90497
2022,1|45-54,HS,3211,1000.0,42121839.1616,105249,90497
2022,1|45-54,SC,2866,1246.0,36662119.6167,105249,90497
2022,1|55-64,<HS,662,774.0,9375338.257,105249,90497
2022,1|55-64,BA+,3782,1923.07,49485387.730000004,105249,90497
2022,1|55-64,HS,3044,1045.0,37939105.4524,105249,90497
2022,1|55-64,SC,2477,1200.0,30583432.7345,105249,90497
2022,2|25-34,<HS,265,570.0,3871409.5287,105249,90497
2022,2|25-34,BA+,6149,1250.0,85022635.7491,105249,90497
2022,2|25-34,HS,2029,700.0,28124845.940100003,105249,90497
2022,2|25-34,SC,2570,769.0,36363263.8274,105249,90497
2022,2|35-44,<HS,485,600.0,6602521.7001,105249,90497
2022,2|35-44,BA+,6197,1442.3,78023436.5672,105249,90497
2022,2|35-44,HS,2072,750.0,26472070.18,105249,90497
2022,2|35-44,SC,2705,864.0,33825616.66949999,105249,90497
2022,2|45-54,<HS,486,600.0,6803746.5185,105249,90497
2022,2|45-54,BA+,5252,1461.53,67028204.147,105249,90497
2022,2|45-54,HS,2131,769.0,27067116.5515,105249,90497
2022,2|45-54,SC,2719,906.8,33977817.43179999,105249,90497
2022,2|55-64,<HS,313,608.0,4113310.1465999996,105249,90497
2022,2|55-64,BA+,3597,1442.3,42846040.0285,105249,90497
2022,2|55-64,HS,2339,769.23,28062093.722599998,105249,90497
2022,2|55-64,SC,2596,950.0,29923886.2654,105249,90497
2023,ALL,<HS,4362,720.0,64688860.053,101505,87293
2023,ALL,BA+,40393,1615.38,563924088.3844,101505,87293
2023,ALL,HS,21296,900.0,288549123.4742,101505,87293
2023,ALL,SC,21242,1009.6,288982357.2077,101505,87293
2023,1|25-34,<HS,591,740.0,8933997.735,101505,87293
2023,1|25-34,BA+,5278,1520.0,79870186.12200001,101505,87293
2023,1|25-34,HS,3796,900.0,56120492.859400004,101505,87293
2023,1|25-34,SC,2981,1000.0,44605682.4471,101505,87293
2023,1|35-44,<HS,854,769.23,13347986.503899999,101505,87293
2023,1|35-44,BA+,5783,1923.0,82751318.4146,101505,87293
2023,1|35-44,HS,3375,1000.0,46508335.5177,101505,87293
2023,1|35-44,SC,3021,1200.0,42605393.121700004,101505,87293
2023,1|45-54,<HS,811,800.0,12378314.8044,101505,87293
2023,1|45-54,BA+,4996,2038.46,69917709.758,101505,87293
2023,1|45-54,HS,2977,1040.0,40515151.0589,101505,87293
2023,1|45-54,SC,2822,1250.0,38060947.2554,101505,87293
2023,1|55-64,<HS,675,800.0,9904621.329400001,101505,87293
2023,1|55-64,BA+,3747,2050.96,50314365.2633,101505,87293
2023,1|55-64,HS,2798,1097.11,36055901.63510001,101505,87293
2023,1|55-64,SC,2350,1320.0,30481821.637100004,101505,87293
2023,2|25-34,<HS,237,600.0,3443442.8289,101505,87293
2023,2|25-34,BA+,5916,1270.0,88033628.84760001,101505,87293
2023,2|25-34,HS,1994,738.46,28143378.3983,101505,87293
2023,2|25-34,SC,2472,800.0,35907568.11310001,101505,87293
2023,2|35-44,<HS,385,631.2,5390409.963799999,101505,87293
2023,2|35-44,BA+,6061,1538.46,80714026.9808,101505,87293
2023,2|35-44,HS,2025,769.0,26908593.523000002,101505,87293
2023,2|35-44,SC,2596,904.0,34221535.0163,101505,87293
2023,2|45-54,<HS,475,623.0,6629572.041800001,101505,87293
2023,2|45-54,BA+,5127,1540.0,68104636.177,101505,87293
2023,2|45-54,HS,2098,800.0,27288848.3774,101505,87293
2023,2|45-54,SC,2603,960.0,33720710.098299995,101505,87293
2023,2|55-64,<HS,334,640.0,4660514.8458,101505,87293
2023,2|55-64,BA+,3485,1500.0,44218216.8211,101505,87293
2023,2|55-64,HS,2233,820.0,27008422.1044,101505,87293
2023,2|55-64,SC,2397,976.0,29378699.5187,101505,87293
2024,ALL,<HS,4328,760.0,64620660.4444,101190,86758
2024,ALL,BA+,40777,1690.0,568655955.2062,101190,86758
2024,ALL,HS,20934,942.0,285315298.2329,101190,86758
2024,ALL,SC,20719,1058.0,283864974.20369995,101190,86758
2024,1|25-34,<HS,621,750.0,9338338.2722,101190,86758
2024,1|25-34,BA+,5240,1600.0,77848479.5011,101190,86758
2024,1|25-34,HS,3755,922.8,54556204.904,101190,86758
2024,1|25-34,SC,2923,1040.0,44091026.444199994,101190,86758
2024,1|35-44,<HS,870,800.0,13472897.6477,101190,86758
2024,1|35-44,BA+,5910,1980.76,84149238.1099,101190,86758
2024,1|35-44,HS,3318,1084.0,46521696.7983,101190,86758
2024,1|35-44,SC,3073,1250.0,43068364.9726,101190,86758
2024,1|45-54,<HS,777,800.0,12241236.5011,101190,86758
2024,1|45-54,BA+,5023,2120.0,69696275.9137,101190,86758
2024,1|45-54,HS,3048,1108.0,41404977.906,101190,86758
2024,1|45-54,SC,2681,1330.0,36172557.5463,101190,86758
2024,1|55-64,<HS,658,880.0,9621640.968400002,101190,86758
2024,1|55-64,BA+,3613,2120.0,49362709.5452,101190,86758
2024,1|55-64,HS,2731,1120.0,35084299.517799996,101190,86758
2024,1|55-64,SC,2313,1350.0,30512023.4155,101190,86758
2024,2|25-34,<HS,231,674.0,3233723.2351,101190,86758
2024,2|25-34,BA+,5963,1340.0,88205659.1139,101190,86758
2024,2|25-34,HS,1958,762.0,28128718.0323,101190,86758
