Year,decile,dpi_share,pce_share,dpi_total_b,pce_total_b,dpi_amount_b,pce_amount_b,forced_intertemporal_amount_b,forced_intertemporal_share_group_pce,forced_intertemporal_pp_total_pce
2009,70-80%,0.115,0.12,10913.3,9891.22,1255.0294999999999,1186.9463999999998,0.0,0.0,0.0
2009,80-90%,0.146,0.143,10913.3,9891.22,1593.3417999999997,1414.4444599999997,0.0,0.0,0.0
2009,90-100%,0.331,0.204,10913.3,9891.22,3612.3023,2017.8088799999998,0.0,0.0,0.0
2010,0-10%,0.019,0.047,11319.01,10260.26,215.06119,482.23222,267.17103,0.5540298199070979,0.026039401535633597
2010,10-20%,0.04,0.06,11319.01,10260.26,452.7604,615.6156,162.85519999999997,0.26454040475907364,0.015872424285544418
2010,20-30%,0.05,0.068,11319.01,10260.26,565.9505,697.6976800000001,131.74718000000007,0.18883132877839015,0.012840530356930533
2010,30-40%,0.059,0.076,11319.01,10260.26,667.82159,779.77976,111.95817,0.14357665554181606,0.01091182582117802
2010,40-50%,0.068,0.084,11319.01,10260.26,769.6926800000001,861.86184,92.16915999999992,0.10694192006458937,0.008983121285425508
2010,50-60%,0.08,0.094,11319.01,10260.26,905.5208,964.46444,58.94363999999996,0.06111541033073232,0.005744848571088838
2010,60-70%,0.093,0.104,11319.01,10260.26,1052.66793,1067.06704,14.399109999999837,0.013494100614334257,0.0014033864638907626
2010,70-80%,0.112,0.117,11319.01,10260.26,1267.72912,1200.4504200000001,0.0,0.0,0.0
2010,80-90%,0.141,0.141,11319.01,10260.26,1595.98041,1446.6966599999998,0.0,0.0,0.0
2010,90-100%,0.338,0.208,11319.01,10260.26,3825.82538,2134.13408,0.0,0.0,0.0
2011,0-10%,0.019,0.049,11855.88,10698.85,225.26171999999997,524.24365,298.98193000000003,0.5703110185502486,0.02794523990896218
2011,10-20%,0.039,0.06,11855.88,10698.85,462.37931999999995,641.931,179.5516800000001,0.2797055758329167,0.016782334549975006
2011,20-30%,0.048,0.069,11855.88,10698.85,569.08224,738.2206500000001,169.13841000000014,0.22911633533957648,0.015809027138430777
2011,30-40%,0.057,0.076,11855.88,10698.85,675.78516,813.1126,137.32744000000002,0.16889104903798074,0.012835719726886536
2011,40-50%,0.067,0.085,11855.88,10698.85,794.34396,909.4022500000001,115.05829000000006,0.12652078879285822,0.010754267047392949
2011,50-60%,0.078,0.096,11855.88,10698.85,924.7586399999999,1027.0896,102.33096000000012,0.09963196979114589,0.009564669099950006
2011,60-70%,0.093,0.104,11855.88,10698.85,1102.59684,1112.6804,10.083560000000034,0.00906240462220781,0.0009424900807096121
2011,70-80%,0.112,0.117,11855.88,10698.85,1327.85856,1251.76545,0.0,0.0,0.0
2011,80-90%,0.141,0.139,11855.88,10698.85,1671.6790799999997,1487.1401500000002,0.0,0.0,0.0
2011,90-100%,0.346,0.205,11855.88,10698.85,4102.13448,2193.2642499999997,0.0,0.0,0.0
2012,0-10%,0.019,0.049,12408.28,11047.37,235.75732,541.32113,305.56381000000005,0.5644778913396564,0.027659416675643166
2012,10-20%,0.039,0.061,12408.28,11047.37,483.92292000000003,673.88957,189.96665000000002,0.28189581566012367,0.017195644755267542
2012,20-30%,0.048,0.069,12408.28,11047.37,595.59744,762.2685300000002,166.67109000000016,0.21865141146519604,0.015086947391098528
2012,30-40%,0.056,0.076,12408.28,11047.37,694.86368,839.6001200000001,144.73644000000002,0.1723873503019509,0.013101438622948268
2012,40-50%,0.066,0.085,12408.28,11047.37,818.9464800000001,939.0264500000002,120.07997000000012,0.12787709015012313,0.010869552662760467
2012,50-60%,0.077,0.093,12408.28,11047.37,955.4375600000001,1027.40541,71.96785,0.07004815168337492,0.006514478106553867
2012,60-70%,0.091,0.102,12408.28,11047.37,1129.15348,1126.83174,0.0,0.0,0.0
2012,70-80%,0.11,0.117,12408.28,11047.37,1364.9108,1292.54229,0.0,0.0,0.0
2012,80-90%,0.139,0.139,12408.28,11047.37,1724.7509200000002,1535.5844300000003,0.0,0.0,0.0
2012,90-100%,0.356,0.208,12408.28,11047.37,4417.34768,2297.85296,0.0,0.0,0.0
2013,0-10%,0.019,0.049,12391.23,11388.23,235.43337,558.02327,322.58990000000006,0.5780939923885253,0.028326605627037746
2013,10-20%,0.039,0.059,12391.23,11388.23,483.25797,671.9055699999999,188.6475999999999,0.280765048576692,0.016565137866024825
2013,20-30%,0.049,0.068,12391.23,11388.23,607.17027,774.39964,167.22937000000002,0.21594711743409387,0.014684403985518384
2013,30-40%,0.058,0.076,12391.23,11388.23,718.69134,865.5054799999999,146.81413999999995,0.16962820385608646,0.01289174349306257
2013,40-50%,0.068,0.085,12391.23,11388.23,842.60364,967.99955,125.39590999999996,0.12954128955948374,0.011011009612556119
2013,50-60%,0.08,0.094,12391.23,11388.23,991.2984,1070.49362,79.19521999999995,0.07398009527604653,0.006954128955948374
2013,60-70%,0.094,0.105,12391.23,11388.23,1164.77562,1195.76415,30.988530000000083,0.025915252602279542,0.0027211015232393517
2013,70-80%,0.112,0.116,12391.23,11388.23,1387.81776,1321.03468,0.0,0.0,0.0
2013,80-90%,0.14,0.139,12391.23,11388.23,1734.7722,1582.96397,0.0,0.0,0.0
2013,90-100%,0.34,0.208,12391.23,11388.23,4213.0182,2368.75184,0.0,0.0,0.0
2014,0-10%,0.019,0.051,12998.39,11874.45,246.96940999999998,605.59695,358.62754,0.5921884844367199,0.03020161270627271
2014,10-20%,0.038,0.06,12998.39,11874.45,493.93881999999996,712.467,218.52818000000002,0.30672042354242374,0.018403225412545424
2014,20-30%,0.048,0.068,12998.39,11874.45,623.92272,807.4626000000001,183.53988000000004,0.2273044968274692,0.015456705784267905
2014,30-40%,0.057,0.076,12998.39,11874.45,740.90823,902.4582,161.54997000000003,0.17901102787918602,0.013604838118818137
2014,40-50%,0.066,0.084,12998.39,11874.45,857.89374,997.4538000000001,139.56006000000014,0.1399163149210521,0.011752970453368377
2014,50-60%,0.078,0.092,12998.39,11874.45,1013.87442,1092.4494,78.57497999999998,0.0719255097764711,0.00661714689943534
2014,60-70%,0.092,0.104,12998.39,11874.45,1195.85188,1234.9428,39.0909200000001,0.031654032883142516,0.003292019419846822
2014,70-80%,0.111,0.119,12998.39,11874.45,1442.8212899999999,1413.05955,0.0,0.0,0.0
2014,80-90%,0.14,0.141,12998.39,11874.45,1819.7746000000002,1674.29745,0.0,0.0,0.0
2014,90-100%,0.349,0.207,12998.39,11874.45,4536.438109999999,2458.01115,0.0,0.0,0.0
2015,0-10%,0.02,0.049,13532.85,12297.43,270.65700000000004,602.57407,331.91706999999997,0.5508319831950286,0.0269907671765564
2015,10-20%,0.039,0.06,13532.85,12297.43,527.78115,737.8457999999999,210.06464999999992,0.284699933238083,0.017081995994284976
2015,20-30%,0.049,0.068,13532.85,12297.43,663.10965,836.2252400000001,173.1155900000001,0.20702028797887048,0.014077379582563195
2015,30-40%,0.058,0.076,13532.85,12297.43,784.9053,934.60468,149.69938000000002,0.16017401068438905,0.012173224812013569
2015,40-50%,0.068,0.085,13532.85,12297.43,920.2338000000001,1045.2815500000002,125.04775000000006,0.11963068706225614,0.010168608400291773
2015,50-60%,0.079,0.094,13532.85,12297.43,1069.09515,1155.95842,86.86326999999983,0.07514393986593379,0.007063530347397776
2015,60-70%,0.093,0.105,13532.85,12297.43,1258.55505,1291.23015,32.67510000000016,0.02530540353321223,0.002657067370987284
2015,70-80%,0.112,0.118,13532.85,12297.43,1515.6792,1451.09674,0.0,0.0,0.0
2015,80-90%,0.14,0.139,13532.85,12297.43,1894.5990000000002,1709.3427700000002,0.0,0.0,0.0
2015,90-100%,0.343,0.206,13532.85,12297.43,4641.7675500000005,2533.27058,0.0,0.0,0.0
2016,0-10%,0.02,0.05,13928.9,12726.85,278.578,636.3425000000001,357.7645000000001,0.5622200308795972,0.02811100154397986
2016,10-20%,0.039,0.059,13928.9,12726.85,543.2271,750.88415,207.65705000000003,0.27655005102984265,0.016316453010760717
2016,20-30%,0.049,0.069,13928.9,12726.85,682.5161,878.1526500000001,195.63655000000006,0.22278193888044412,0.015371953782750645
2016,30-40%,0.058,0.076,13928.9,12726.85,807.8762,967.2406,159.36439999999993,0.16476190102028382,0.01252190447754157
2016,40-50%,0.067,0.084,13928.9,12726.85,933.2363,1069.0554000000002,135.81910000000016,0.12704589490872048,0.010671855172332522
2016,50-60%,0.079,0.093,13928.9,12726.85,1100.3831,1183.59705,83.21395000000007,0.07030597955613362,0.006538456098720427
2016,60-70%,0.093,0.103,13928.9,12726.85,1295.3877,1310.86555,15.47784999999999,0.011807351257342898,0.0012161571795063185
2016,70-80%,0.111,0.115,13928.9,12726.85,1546.1079,1463.5877500000001,0.0,0.0,0.0
2016,80-90%,0.14,0.138,13928.9,12726.85,1950.046,1756.3053000000002,0.0,0.0,0.0
2016,90-100%,0.344,0.213,13928.9,12726.85,4791.5416,2710.81905,0.0,0.0,0.0
2017,0-10%,0.02,0.049,14613.93,13290.63,292.27860000000004,651.24087,358.96226999999993,0.551197393369983,0.027008672275129167
2017,10-20%,0.039,0.06,14613.93,13290.63,569.94327,797.4377999999999,227.49452999999994,0.285281848941698,0.01711691093650188
2017,20-30%,0.049,0.069,14613.93,13290.63,716.08257,917.0534700000001,200.97090000000003,0.21914850831980387,0.015121247074066469
2017,30-40%,0.057,0.077,14613.93,13290.63,832.99401,1023.3785099999999,190.3844999999999,0.18603527252101465,0.014324715984118127
2017,40-50%,0.067,0.086,14613.93,13290.63,979.13331,1142.99418,163.86086999999986,0.14336107118235708,0.012329052121682709
2017,50-60%,0.079,0.095,14613.93,13290.63,1154.50047,1262.60985,108.1093800000001,0.08562374196589714,0.00813425548676023
2017,60-70%,0.093,0.104,14613.93,13290.63,1359.09549,1382.22552,23.130030000000033,0.016733904609140798,0.001740326079350643
2017,70-80%,0.11,0.115,14613.93,13290.63,1607.5323,1528.42245,0.0,0.0,0.0
2017,80-90%,0.14,0.138,14613.93,13290.63,2045.9502000000002,1834.1069400000001,0.0,0.0,0.0
2017,90-100%,0.348,0.207,14613.93,13290.63,5085.64764,2751.1604099999995,0.0,0.0,0.0
2018,0-10%,0.02,0.051,15454.04,13934.44,309.0808,710.65644,401.57563999999996,0.5650770434163658,0.028818929214234654
2018,10-20%,0.038,0.06,15454.04,13934.44,587.25352,836.0664,248.81288000000006,0.2975994251174309,0.017855965507045855
2018,20-30%,0.048,0.069,15454.04,13934.44,741.7939200000001,961.4763600000001,219.68244000000004,0.22848449440816207,0.015765430114163183
2018,30-40%,0.057,0.078,15454.04,13934.44,880.8802800000001,1086.88632,206.00603999999998,0.1895377982124202,0.014783948260568777
2018,40-50%,0.067,0.086,15454.04,13934.44,1035.4206800000002,1198.36184,162.94115999999985,0.1359699170661174,0.011693412867686097
2018,50-60%,0.078,0.095,15454.04,13934.44,1205.4151200000001,1323.7718,118.35667999999987,0.08940867300542274,0.00849382393551516
2018,60-70%,0.091,0.103,15454.04,13934.44,1406.31764,1435.24732,28.929679999999962,0.02015658179386112,0.0020761279247676952
2018,70-80%,0.109,0.113,15454.04,13934.44,1684.49036,1574.5917200000001,0.0,0.0,0.0
2018,80-90%,0.138,0.135,15454.04,13934.44,2132.65752,1881.1494000000002,0.0,0.0,0.0
2018,90-100%,0.352,0.211,15454.04,13934.44,5439.82208,2940.16684,0.0,0.0,0.0
2019,0-10%,0.021,0.051,16164.5,14437.54,339.4545,736.31454,396.86003999999997,0.5389816694370859,0.02748806514129138
2019,10-20%,0.038,0.062,16164.5,14437.54,614.251,895.12748,280.87648,0.31378377524506346,0.019454594065193932
2019,20-30%,0.048,0.071,16164.5,14437.54,775.8960000000001,1025.0653399999999,249.1693399999998,0.2430765437840283,0.017258434608666006
2019,30-40%,0.057,0.078,16164.5,14437.54,921.3765000000001,1126.12812,204.75162,0.18181911663834482,0.014181891097790897
2019,40-50%,0.067,0.085,16164.5,14437.54,1083.0215,1227.1909,144.1694,0.11747919577956452,0.009985731641262985
2019,50-60%,0.079,0.093,16164.5,14437.54,1276.9955,1342.6912200000002,65.69572000000016,0.04892839025193012,0.004550340293429501
2019,60-70%,0.091,0.102,16164.5,14437.54,1470.9695,1472.62908,1.6595800000000054,0.0011269504470195614,0.00011494894559599525
2019,70-80%,0.109,0.115,16164.5,14437.54,1761.9305,1660.3171000000002,0.0,0.0,0.0
2019,80-90%,0.138,0.137,16164.5,14437.54,2230.701,1977.9429800000003,0.0,0.0,0.0
2019,90-100%,0.351,0.206,16164.5,14437.54,5673.7395,2974.13324,0.0,0.0,0.0
2020,0-10%,0.022,0.055,17383.43,14231.31,382.43546,782.72205,400.28659,0.5114032369472663,0.028127178032099645
2020,10-20%,0.04,0.062,17383.43,14231.31,695.3372,882.3412199999999,187.00401999999985,0.21194070475365515,0.013140323694726617
2020,20-30%,0.05,0.071,17383.43,14231.31,869.1715,1010.4230099999999,141.25150999999983,0.13979443124518695,0.009925404618408273
2020,30-40%,0.06,0.08,17383.43,14231.31,1043.0058,1138.5048,95.49900000000002,0.08388106927612429,0.006710485542089943
2020,40-50%,0.07,0.087,17383.43,14231.31,1216.8401000000001,1238.1239699999999,21.28386999999975,0.01719041914679978,0.0014955664657715806
2020,50-60%,0.081,0.095,17383.43,14231.31,1408.05783,1351.97445,0.0,0.0,0.0
2020,60-70%,0.095,0.106,17383.43,14231.31,1651.42585,1508.51886,0.0,0.0,0.0
2020,70-80%,0.112,0.116,17383.43,14231.31,1946.94416,1650.83196,0.0,0.0,0.0
2020,80-90%,0.139,0.132,17383.43,14231.31,2416.2967700000004,1878.53292,0.0,0.0,0.0
2020,90-100%,0.331,0.196,17383.43,14231.31,5753.915330000001,2789.33676,0.0,0.0,0.0
2021,0-10%,0.022,0.052,18800.91,16119.65,413.62001999999995,838.2217999999999,424.60177999999996,0.5065506289624059,0.026340632706045104
2021,10-20%,0.039,0.062,18800.91,16119.65,733.23549,999.4182999999999,266.1828099999999,0.2663377386625799,0.016512939797079955
2021,20-30%,0.05,0.072,18800.91,16119.65,940.0455000000001,1160.6147999999998,220.56929999999977,0.1900452243069792,0.013683256150102501
2021,30-40%,0.06,0.08,18800.91,16119.65,1128.0546,1289.572,161.51739999999995,0.1252488422515377,0.010019907380123014
2021,40-50%,0.07,0.088,18800.91,16119.65,1316.0637000000002,1418.5292,102.46549999999979,0.07223362056981258,0.006356558610143508
2021,50-60%,0.081,0.097,18800.91,16119.65,1522.87371,1563.60605,40.73234000000002,0.026050257352227577,0.0025268749631660752
2021,60-70%,0.095,0.106,18800.91,16119.65,1786.08645,1708.6829,0.0,0.0,0.0
2021,70-80%,0.109,0.115,18800.91,16119.65,2049.29919,1853.75975,0.0,0.0,0.0
2021,80-90%,0.135,0.135,18800.91,16119.65,2538.12285,2176.15275,0.0,0.0,0.0
2021,90-100%,0.336,0.193,18800.91,16119.65,6317.10576,3111.09245,0.0,0.0,0.0
2022,0-10%,0.02,0.052,18910.52,17691.14,378.2104,919.9392799999999,541.7288799999999,0.588874604854355,0.030621479452426464
2022,10-20%,0.038,0.061,18910.52,17691.14,718.59976,1079.1595399999999,360.55977999999993,0.3341116550755785,0.020380810959610286
2022,20-30%,0.049,0.071,18910.52,17691.14,926.61548,1256.0709399999998,329.4554599999998,0.2622904881471104,0.018622624658444838
2022,30-40%,0.059,0.079,18910.52,17691.14,1115.72068,1397.60006,281.8793800000001,0.2016881567678239,0.01593336438465809
2022,40-50%,0.068,0.085,18910.52,17691.14,1285.9153600000002,1503.7469,217.8315399999999,0.14485917809705867,0.012313030138249989
2022,50-60%,0.079,0.094,18910.52,17691.14,1493.93108,1662.96716,169.03607999999986,0.10164727486260153,0.009554843837084544
