Year,Ranking,Income Concept,"NIPA Table 2.9, line Number",Quantile or Summary Metric,Value
2018,Equivalized Personal Income,Compensation of employees,23.0,40-50%,0.061
2018,Equivalized Personal Income,Compensation of employees,23.0,50-60%,0.079
2018,Equivalized Personal Income,Compensation of employees,23.0,60-70%,0.101
2018,Equivalized Personal Income,Compensation of employees,23.0,70-80%,0.132
2018,Equivalized Personal Income,Compensation of employees,23.0,80-90%,0.178
2018,Equivalized Personal Income,Compensation of employees,23.0,90-100%,0.336
2018,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,0-10%,0.009
2018,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,10-20%,0.025
2018,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,20-30%,0.034
2018,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,30-40%,0.048
2018,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,40-50%,0.062
2018,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,50-60%,0.081
2018,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,60-70%,0.105
2018,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,70-80%,0.137
2018,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,80-90%,0.185
2018,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,90-100%,0.314
2018,Equivalized Personal Income,Disposable personal income,13.0,0-10%,0.020
2018,Equivalized Personal Income,Disposable personal income,13.0,0-20%,0.057
2018,Equivalized Personal Income,Disposable personal income,13.0,10-20%,0.038
2018,Equivalized Personal Income,Disposable personal income,13.0,20-30%,0.047
2018,Equivalized Personal Income,Disposable personal income,13.0,20-40%,0.104
2018,Equivalized Personal Income,Disposable personal income,13.0,30-40%,0.057
2018,Equivalized Personal Income,Disposable personal income,13.0,40-50%,0.067
2018,Equivalized Personal Income,Disposable personal income,13.0,40-60%,0.145
2018,Equivalized Personal Income,Disposable personal income,13.0,50-60%,0.079
2018,Equivalized Personal Income,Disposable personal income,13.0,60-70%,0.092
2018,Equivalized Personal Income,Disposable personal income,13.0,60-80%,0.202
2018,Equivalized Personal Income,Disposable personal income,13.0,70-80%,0.110
2018,Equivalized Personal Income,Disposable personal income,13.0,80-100%,0.491
2018,Equivalized Personal Income,Disposable personal income,13.0,80-90%,0.140
2018,Equivalized Personal Income,Disposable personal income,13.0,90-100%,0.351
2018,Equivalized Personal Income,Government social benefits,30.0,0-10%,0.068
2018,Equivalized Personal Income,Government social benefits,30.0,10-20%,0.108
2018,Equivalized Personal Income,Government social benefits,30.0,20-30%,0.123
2018,Equivalized Personal Income,Government social benefits,30.0,30-40%,0.124
2018,Equivalized Personal Income,Government social benefits,30.0,40-50%,0.119
2018,Equivalized Personal Income,Government social benefits,30.0,50-60%,0.113
2018,Equivalized Personal Income,Government social benefits,30.0,60-70%,0.103
2018,Equivalized Personal Income,Government social benefits,30.0,70-80%,0.090
2018,Equivalized Personal Income,Government social benefits,30.0,80-90%,0.074
2018,Equivalized Personal Income,Government social benefits,30.0,90-100%,0.079
2018,Equivalized Personal Income,Household current transfer receipts,29.0,0-10%,0.073
2018,Equivalized Personal Income,Household current transfer receipts,29.0,10-20%,0.106
2018,Equivalized Personal Income,Household current transfer receipts,29.0,20-30%,0.120
2018,Equivalized Personal Income,Household current transfer receipts,29.0,30-40%,0.121
2018,Equivalized Personal Income,Household current transfer receipts,29.0,40-50%,0.117
2018,Equivalized Personal Income,Household current transfer receipts,29.0,50-60%,0.111
2018,Equivalized Personal Income,Household current transfer receipts,29.0,60-70%,0.103
2018,Equivalized Personal Income,Household current transfer receipts,29.0,70-80%,0.090
2018,Equivalized Personal Income,Household current transfer receipts,29.0,80-90%,0.076
2018,Equivalized Personal Income,Household current transfer receipts,29.0,90-100%,0.082
2018,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,0-10%,0.018
2018,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,10-20%,0.034
2018,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,20-30%,0.042
2018,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,30-40%,0.052
2018,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,40-50%,0.061
2018,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,50-60%,0.073
2018,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,60-70%,0.088
2018,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,70-80%,0.107
2018,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,80-90%,0.139
2018,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,90-100%,0.385
2018,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,0-10%,0.223
2018,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,10-20%,0.085
2018,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,20-30%,0.063
2018,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,30-40%,0.075
2018,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,40-50%,0.077
2018,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,50-60%,0.064
2018,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,60-70%,0.099
2018,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,70-80%,0.102
2018,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,80-90%,0.115
2018,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,90-100%,0.097
2018,Equivalized Personal Income,Household dividend income,28.0,0-10%,0.002
2018,Equivalized Personal Income,Household dividend income,28.0,10-20%,0.004
2018,Equivalized Personal Income,Household dividend income,28.0,20-30%,0.006
2018,Equivalized Personal Income,Household dividend income,28.0,30-40%,0.011
2018,Equivalized Personal Income,Household dividend income,28.0,40-50%,0.016
2018,Equivalized Personal Income,Household dividend income,28.0,50-60%,0.028
2018,Equivalized Personal Income,Household dividend income,28.0,60-70%,0.040
2018,Equivalized Personal Income,Household dividend income,28.0,70-80%,0.060
2018,Equivalized Personal Income,Household dividend income,28.0,80-90%,0.097
2018,Equivalized Personal Income,Household dividend income,28.0,90-100%,0.736
2018,Equivalized Personal Income,Household income,22.0,0-10%,0.019
2018,Equivalized Personal Income,Household income,22.0,10-20%,0.034
2018,Equivalized Personal Income,Household income,22.0,20-30%,0.043
2018,Equivalized Personal Income,Household income,22.0,30-40%,0.052
2018,Equivalized Personal Income,Household income,22.0,40-50%,0.062
2018,Equivalized Personal Income,Household income,22.0,50-60%,0.074
2018,Equivalized Personal Income,Household income,22.0,60-70%,0.088
2018,Equivalized Personal Income,Household income,22.0,70-80%,0.107
2018,Equivalized Personal Income,Household income,22.0,80-90%,0.139
2018,Equivalized Personal Income,Household income,22.0,90-100%,0.384
2018,Equivalized Personal Income,Household income receipts on assets,26.0,0-10%,0.004
2018,Equivalized Personal Income,Household income receipts on assets,26.0,10-20%,0.008
2018,Equivalized Personal Income,Household income receipts on assets,26.0,20-30%,0.011
2018,Equivalized Personal Income,Household income receipts on assets,26.0,30-40%,0.018
2018,Equivalized Personal Income,Household income receipts on assets,26.0,40-50%,0.026
2018,Equivalized Personal Income,Household income receipts on assets,26.0,50-60%,0.039
2018,Equivalized Personal Income,Household income receipts on assets,26.0,60-70%,0.053
2018,Equivalized Personal Income,Household income receipts on assets,26.0,70-80%,0.073
2018,Equivalized Personal Income,Household income receipts on assets,26.0,80-90%,0.106
2018,Equivalized Personal Income,Household income receipts on assets,26.0,90-100%,0.662
2018,Equivalized Personal Income,Household interest income,27.0,0-10%,0.006
2018,Equivalized Personal Income,Household interest income,27.0,10-20%,0.010
2018,Equivalized Personal Income,Household interest income,27.0,20-30%,0.015
2018,Equivalized Personal Income,Household interest income,27.0,30-40%,0.025
2018,Equivalized Personal Income,Household interest income,27.0,40-50%,0.033
2018,Equivalized Personal Income,Household interest income,27.0,50-60%,0.048
2018,Equivalized Personal Income,Household interest income,27.0,60-70%,0.062
2018,Equivalized Personal Income,Household interest income,27.0,70-80%,0.083
2018,Equivalized Personal Income,Household interest income,27.0,80-90%,0.113
2018,Equivalized Personal Income,Household interest income,27.0,90-100%,0.604
2018,Equivalized Personal Income,Personal income,1.0,0-10%,0.017
2018,Equivalized Personal Income,Personal income,1.0,0-20%,0.051
2018,Equivalized Personal Income,Personal income,1.0,10-20%,0.034
2018,Equivalized Personal Income,Personal income,1.0,20-30%,0.043
2018,Equivalized Personal Income,Personal income,1.0,20-40%,0.095
2018,Equivalized Personal Income,Personal income,1.0,30-40%,0.052
2018,Equivalized Personal Income,Personal income,1.0,40-50%,0.062
2018,Equivalized Personal Income,Personal income,1.0,40-60%,0.135
2018,Equivalized Personal Income,Personal income,1.0,50-60%,0.074
2018,Equivalized Personal Income,Personal income,1.0,60-70%,0.088
2018,Equivalized Personal Income,Personal income,1.0,60-80%,0.195
2018,Equivalized Personal Income,Personal income,1.0,70-80%,0.107
2018,Equivalized Personal Income,Personal income,1.0,80-100%,0.524
2018,Equivalized Personal Income,Personal income,1.0,80-90%,0.139
2018,Equivalized Personal Income,Personal income,1.0,90-100%,0.385
2018,Equivalized Personal Income,Personal income,1.0,Bottom 5%,0.005
2018,Equivalized Personal Income,Personal income,1.0,Equivalized 50/10 Ratio,2.17
2018,Equivalized Personal Income,Personal income,1.0,Equivalized 80/20 Ratio,2.90
2018,Equivalized Personal Income,Personal income,1.0,Equivalized 90/10 Ratio,5.37
2018,Equivalized Personal Income,Personal income,1.0,Equivalized 90/50 Ratio,2.47
2018,Equivalized Personal Income,Personal income,1.0,Equivalized Gini,0.461
2018,Equivalized Personal Income,Personal income,1.0,Mean ($2017),133488.68
2018,Equivalized Personal Income,Personal income,1.0,Mean (Nominal),136221.19
2018,Equivalized Personal Income,Personal income,1.0,Median ($2017),87724.82
2018,Equivalized Personal Income,Personal income,1.0,Median (Nominal),89520.54
2018,Equivalized Personal Income,Personal income,1.0,Top 1%,0.157
2018,Equivalized Personal Income,Personal income,1.0,Top 5%,0.289
2018,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,0-10%,-0.000
2018,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,10-20%,0.003
2018,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,20-30%,0.004
2018,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,30-40%,0.007
2018,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,40-50%,0.012
2018,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,50-60%,0.021
2018,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,60-70%,0.032
2018,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,70-80%,0.047
2018,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,80-90%,0.081
2018,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,90-100%,0.793
2018,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,0-10%,0.017
